Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
weapons/us_aim9c_sidewinder_default_group;AIM-9C Sidewinder missile;AIM-9C Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9c_sidewinder_default_group/short;AIM-9C;AIM-9C;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder;AIM-9D Sidewinder missile;AIM-9D Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder/short;AIM-9D;AIM-9D;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder_default;AIM-9D Sidewinder missile;AIM-9D Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder_default/short;AIM-9D;AIM-9D;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder_default_group;AIM-9D Sidewinder missile;AIM-9D Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder_default_group/short;AIM-9D;AIM-9D;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder_cwp;AIM-9D Sidewinder missile;AIM-9D Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9d_sidewinder_cwp/short;AIM-9D;AIM-9D;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9g_sidewinder;AIM-9G Sidewinder missile;AIM-9G Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9g_sidewinder/short;AIM-9G;AIM-9G;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9g_sidewinder_default;AIM-9G Sidewinder missile;AIM-9G Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9g_sidewinder_default/short;AIM-9G;AIM-9G;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9h_sidewinder;AIM-9H Sidewinder missile;AIM-9H Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9h_sidewinder/short;AIM-9H;AIM-9H;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9j_sidewinder;AIM-9J Sidewinder missile;AIM-9J Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9j_sidewinder/short;AIM-9J;AIM-9J;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9j_sidewinder_default;AIM-9J Sidewinder missile;AIM-9J Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9j_sidewinder_default/short;AIM-9J;AIM-9J;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9n_sidewinder;AIM-9N Sidewinder missile;AIM-9N Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9n_sidewinder/short;AIM-9N;AIM-9N;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54a;AIM-54A Phoenix missile;AIM-54A Phoenix air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54a/short;AIM-54A;AIM-54A;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54a_default;AIM-54A Phoenix missile;AIM-54A Phoenix air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54a_default/short;AIM-54A;AIM-54A;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54c;AIM-54C Phoenix missile;AIM-54C Phoenix air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54c/short;AIM-54C;AIM-54C;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54c_default;AIM-54C Phoenix missile;AIM-54C Phoenix air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_54c_default/short;AIM-54C;AIM-54C;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120a;AIM-120A AMRAAM;AIM-120A air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120a/short;AIM-120A;AIM-120A;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120a_default;AIM-120A AMRAAM;AIM-120A air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120a_default/short;AIM-120A;AIM-120A;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_default;AIM-120B AMRAAM;AIM-120B air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_default/short;AIM-120B;AIM-120B;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b;AIM-120B AMRAAM;AIM-120B air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b/short;AIM-120B;AIM-120B;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_bol_pod;AIM-120B AMRAAM;AIM-120B air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_bol_pod/short;AIM-120B;AIM-120B;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5;AIM-120C-5 missile;AIM-120C-5 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5/short;AIM-120C;AIM-120C-5;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_7;AIM-120C-7 AMRAAM;AIM-120C-7 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_7/short;AIM-120C-7;AIM-120C-7;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_7_sam;AIM-120C-7 SLAMRAAM;AIM-120C-7 surface-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_7_sam/short;AIM-120C-7;AIM-120C-7;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5_default;AIM-120C-5 missile;AIM-120C-5 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5_default/short;AIM-120C;AIM-120C-5;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_switzerland;Flz Lwl LL 97 AMRAAM B missile;Flz Lwl LL 97 AMRAAM air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_switzerland/short;Flz Lwl LL 97 (120B);Flz Lwl LL 97 AMRAAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_default_switzerland;Flz Lwl LL 97 AMRAAM B missile;Flz Lwl LL 97 AMRAAM air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120b_default_switzerland/short;Flz Lwl LL 97 (120B);Flz Lwl LL 97 AMRAAM;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5_switzerland;Flz Lwl LL 97 AMRAAM C-5 missile;Flz Lwl LL 97 AMRAAM 120C-5 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5_switzerland/short;Flz Lwl LL 97 (120C);Flz Lwl LL 97 AMRAAM 120C-5;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5_default_switzerland;Flz Lwl LL 97 AMRAAM C-5 missile;Flz Lwl LL 97 AMRAAM 120C-5 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_120c_5_default_switzerland/short;Flz Lwl LL 97 (120C);Flz Lwl LL 97 AMRAAM 120C-5;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_fireflash;Fireflash missile;Fireflash air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_fireflash/short;Fireflash;Fireflash;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_sraam;SRAAM missile;SRAAM air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_sraam/short;SRAAM;SRAAM;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_sraam_default;SRAAM missile;SRAAM air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_sraam_default/short;SRAAM;SRAAM;same;;;;;;;;;;;;;;;;;;;;
weapons/il_shafrir_1;Shafrir missile;Shafrir air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_shafrir_1/short;Shafrir;Shafrir;same;;;;;;;;;;;;;;;;;;;;
weapons/il_shafrir_2;Shafrir 2 missile;Shafrir 2 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_shafrir_2/short;Shafrir 2;Shafrir 2;same;;;;;;;;;;;;;;;;;;;;
weapons/il_shafrir_2_default;Shafrir 2 missile;Shafrir 2 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_shafrir_2_default/short;Shafrir 2;Shafrir 2;same;;;;;;;;;;;;;;;;;;;;
weapons/il_pyton_3;Python 3 missile;Python 3 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_pyton_3/short;Python 3;Python 3;same;;;;;;;;;;;;;;;;;;;;
weapons/il_pyton_3_default;Python 3 missile;Python 3 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_pyton_3_default/short;Python 3;Python 3;same;;;;;;;;;;;;;;;;;;;;
weapons/il_pyton_4;Python 4 air-to-air missiles;Python 4 air-to-air missiles;same;n;;;;;;;;;;;;;;;;;;;
weapons/il_pyton_4/short;Python 4;Python 4;same;n;;;;;;;;;;;;;;;;;;;
weapons/il_python_5_sam;Python 5 missile;Python 5 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_python_5_sam/short;Python 5;Python 5;same;;;;;;;;;;;;;;;;;;;;
weapons/il_derby;Derby missile;Derby air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_derby/short;Derby;Derby;same;;;;;;;;;;;;;;;;;;;;
weapons/il_derby_sam;I-Derby SR missile;I-Derby SR surface-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_derby_sam/short;I-Derby SR;I-Derby SR;same;;;;;;;;;;;;;;;;;;;;
weapons/il_derby_default;Derby missile;Derby air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/il_derby_default/short;Derby;Derby;same;;;;;;;;;;;;;;;;;;;;
weapons/r_darter;R-Darter missile;R-Darter air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/r_darter/short;R-Darter;R-Darter;same;;;;;;;;;;;;;;;;;;;;
weapons/r_darter_default;R-Darter missile;R-Darter air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/r_darter_default/short;R-Darter;R-Darter;same;;;;;;;;;;;;;;;;;;;;
us_aim9b_sidewinder;AIM-9B;AIM-9B;same;;;;;;;;;;;;;;;;;;;;
us_aim9c_sidewinder;AIM-9C;AIM-9C;same;;;;;;;;;;;;;;;;;;;;
us_aim9d_sidewinder;AIM-9D;AIM-9D;same;;;;;;;;;;;;;;;;;;;;
us_aim9e_sidewinder;AIM-9E;AIM-9E;same;;;;;;;;;;;;;;;;;;;;
us_aim9g_sidewinder;AIM-9G;AIM-9G;same;;;;;;;;;;;;;;;;;;;;
us_aim9h_sidewinder;AIM-9H;AIM-9H;same;;;;;;;;;;;;;;;;;;;;
us_aim9j_sidewinder;AIM-9J;AIM-9J;same;;;;;;;;;;;;;;;;;;;;
us_aim9l_sidewinder;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
us_aim9l_i_sidewinder;AIM-9L/I;AIM-9L/I;same;;;;;;;;;;;;;;;;;;;;
us_aim9l_i_sidewinder_default;AIM-9L/I;AIM-9L/I;same;;;;;;;;;;;;;;;;;;;;
us_aim9l_sidewinder_default;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
us_aim9l_sidewinder_default_bol_pod;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
us_aim9l_sidewinder_bol_pod;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
us_aim9p_sidewinder;AIM-9P;AIM-9P;same;;;;;;;;;;;;;;;;;;;;
us_aim9m_sidewinder;AIM-9M;AIM-9M;same;;;;;;;;;;;;;;;;;;;;
us_aim9m_sidewinder_default;AIM-9M;AIM-9M;same;;;;;;;;;;;;;;;;;;;;
us_aim9m_sidewinder_bol_pod;AIM-9M;AIM-9M;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_9x;AIM-9X missile;AIM-9X air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_9x/short;AIM-9X;AIM-9X;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_9x_block_2;AIM-9X Block 2 missile;AIM-9X Block 2 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim_9x_block_2/short;AIM-9X-2;AIM-9X Block 2;nice;;;;;;;;;;;;;;;;;;;;
su_r_73;R-73;R-73;same;;;;;;;;;;;;;;;;;;;;
su_r_73/short;R-73;R-73;same;;;;;;;;;;;;;;;;;;;;
su_r_73_default;R-73;R-73;same;;;;;;;;;;;;;;;;;;;;
su_r_73_default/short;R-73;R-73;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60mk;R-60MK missile;R-60MK air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60mk/short;R-60MK;R-60MK;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60mk_default;R-60MK missile;R-60MK air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60mk_default/short;R-60MK;R-60MK;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60;R-60 missile;R-60 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60/short;R-60;R-60;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60m;R-60M missile;R-60M air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60m/short;R-60M;R-60M;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60m_default;R-60M missile;R-60M air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60m_default/short;R-60M;R-60M;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60_default;R-60 missile;R-60 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_60_default/short;R-60;R-60;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r;R-27R missile;R-27R air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r/short;R-27R;R-27R;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r_default;R-27R missile;R-27R air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r_default/short;R-27R;R-27R;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27t;R-27T missile;R-27T air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27t/short;R-27T;R-27T;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73;R-73 missile;R-73 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73/short;R-73;R-73;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73_default;R-73 missile;R-73 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73_default/short;R-73;R-73;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73e;R-73E missile;R-73E air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73e/short;R-73E;R-73E;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73e_default;R-73E missile;R-73E air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_73e_default/short;R-73E;R-73E;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77;R-77 missile;R-77 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77/short;R-77;R-77;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77_default;R-77 missile;R-77 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77_default/short;R-77;R-77;same;;;;;;;;;;;;;;;;;;;;
weapons/su_rvv_ae;RVV-AE missile;RVV-AE air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_rvv_ae/short;RVV-AE;RVV-AE;same;;;;;;;;;;;;;;;;;;;;
weapons/su_rvv_ae_default;RVV-AE missile;RVV-AE air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_rvv_ae_default/short;RVV-AE;RVV-AE;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77_1;R-77-1 missile;R-77-1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77_1/short;R-77-1;R-77-1;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77_1_default;R-77-1 missile;R-77-1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_77_1_default/short;R-77-1;R-77-1;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27er;R-27ER missile;R-27ER air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27er/short;R-27ER;R-27ER;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27er_default;R-27ER missile;R-27ER air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27er_default/short;R-27ER;R-27ER;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27et;R-27ET missile;R-27ET air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27et/short;R-27ET;R-27ET;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27et1;R-27ET1 missile;R-27ET1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27et1/short;R-27ET1;R-27ET1;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r1;R-27R1 missile;R-27R1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r1/short;R-27R1;R-27R1;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r1_default;R-27R1 missile;R-27R1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27r1_default/short;R-27R1;R-27R1;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27t1;R-27T1 missile;R-27T1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27t1/short;R-27T1;R-27T1;same;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27er1;R-27ER1 missile;R-27ER1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_r_27er1/short;R-27ER1;R-27ER1;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder;AIM-9L Sidewinder missile;AIM-9L Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder/short;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_sidewinder;AIM-9L/I Sidewinder missile;AIM-9L/I Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_sidewinder/short;AIM-9L/I;AIM-9L/I;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_sidewinder_default;AIM-9L/I Sidewinder missile;AIM-9L/I Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_sidewinder_default/short;AIM-9L/I;AIM-9L/I;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder_default;AIM-9L Sidewinder missile;AIM-9L Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder_default/short;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder_bol_pod;AIM-9L Sidewinder missile;AIM-9L Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder_bol_pod/short;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder_default_bol_pod;AIM-9L Sidewinder missile;AIM-9L Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_sidewinder_default_bol_pod/short;AIM-9L;AIM-9L;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9m_sidewinder;AIM-9M Sidewinder missile;AIM-9M Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9m_sidewinder/short;AIM-9M;AIM-9M;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9m_sidewinder_default;AIM-9M Sidewinder missile;AIM-9M Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9m_sidewinder_default/short;AIM-9M;AIM-9M;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9m_sidewinder_bol_pod;AIM-9M Sidewinder missile;AIM-9M Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9m_sidewinder_bol_pod/short;AIM-9M;AIM-9M;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_1_sidewinder;AIM-9L/I-1 Sidewinder missile;AIM-9L/I-1 Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_1_sidewinder/short;AIM-9L/I-1;AIM-9L/I-1;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_1_sidewinder_default;AIM-9L/I-1 Sidewinder missile;AIM-9L/I-1 Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9l_i_1_sidewinder_default/short;AIM-9L/I-1;AIM-9L/I-1;same;;;;;;;;;;;;;;;;;;;;
weapons/it_aspide_1a;Aspide-1A missile;Aspide-1A air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/it_aspide_1a/short;Aspide-1A;Aspide-1A;same;;;;;;;;;;;;;;;;;;;;
weapons/ir_yasser;380 mm Yasser rocket;Yasser rockets;trim;;;;;;;;;;;;;;;;;;;;
weapons/ir_yasser/short;Yasser;Yasser;same;;;;;;;;;;;;;;;;;;;;
weapons/ir_sedjil;Sedjeel missile;Sedjeel air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/ir_sedjil/short;Sedjeel;Sedjeel;same;;;;;;;;;;;;;;;;;;;;
weapons/ir_fakour_90;Fakour-90 missile;Fakour-90 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/ir_fakour_90/short;Fakour-90;Fakour-90;same;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74;Rb 74 missile;RB 74 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74/short;Rb 74;RB 74;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74_default;Rb 74 missile;RB 74 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74_default/short;Rb 74;RB 74;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74_bol_pod;Rb 74 missile;RB 74 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74_bol_pod/short;Rb 74;RB 74;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74m;Rb 74(M) missile;RB 74(M) air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74m/short;Rb 74(M);RB 74(M);nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74m_default;Rb 74(M) missile;RB 74(M) air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74m_default/short;RB 74(M);RB 74(M);same;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74m_bol_pod;Rb 74(M) missile;RB 74(M) air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/swd_rb74m_bol_pod/short;Rb 74(M);RB 74(M);nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9e_sidewinder;AIM-9E Sidewinder missile;AIM-9E Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9e_sidewinder/short;AIM-9E;AIM-9E;same;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9e_sidewinder_default;AIM-9E Sidewinder missile;AIM-9E Sidewinder air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_aim9e_sidewinder_default/short;AIM-9E;AIM-9E;same;;;;;;;;;;;;;;;;;;;;
weapons/su_9M39;9M39 Igla missile;9M39 Igla air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_9M39/short;9M39;9M39;same;;;;;;;;;;;;;;;;;;;;
weapons/su_9M336;9M336 Verba missile;9M336 Verba air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/su_9M336/short;9M336;9M336;same;;;;;;;;;;;;;;;;;;;;
weapons/atam_mistral;Mistral missile;Mistral air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/atam_mistral/short;Mistral;Mistral;same;;;;;;;;;;;;;;;;;;;;
weapons/atam_mistral_sam;Mistral missile;Mistral surface-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/atam_mistral_sam/short;Mistral;Mistral;same;;;;;;;;;;;;;;;;;;;;
weapons/atam_mistral_a129;Mistral missile;Mistral air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/atam_mistral_a129/short;Mistral;Mistral;same;;;;;;;;;;;;;;;;;;;;
weapons/fr_aa20;AA 20 Nord missile;AA-20 Nord air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_aa20/short;AA 20;AA-20 Nord;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_firestreak;Firestreak missile;Firestreak air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_firestreak/short;Firestreak;Firestreak;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_firestreak_default;Firestreak missile;Firestreak air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_firestreak_default/short;Firestreak;Firestreak;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_firestreak_Javelin;Firestreak missile;Firestreak air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_firestreak_Javelin/short;Firestreak;Firestreak;same;;;;;;;;;;;;;;;;;;;;
weapons/uk_redtop;Red Top missile;Red Top air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/uk_redtop/short;Red Top;Red Top;same;;;;;;;;;;;;;;;;;;;;
weapons/us_starstreak;Starstreak missile;Starstreak air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/us_starstreak/short;Starstreak;Starstreak;same;;;;;;;;;;;;;;;;;;;;
weapons/fr_r_550_magic;Matra R550 Magic 1 missile;Matra R550 Magic 1 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_r_550_magic/short;R550 Magic 1;Matra R550 Magic 1;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_r_550_magic_2;Matra R550 Magic 2 missile;Matra R550 Magic 2 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_r_550_magic_2/short;R550 Magic 2;Matra R550 Magic 2;nice;;;;;;;;;;;;;;;;;;;;
weapons/fr_r_550_magic_2_default;Matra R550 Magic 2 missile;Matra R550 Magic 2 air-to-air missiles;nice;;;;;;;;;;;;;;;;;;;;
