Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
voice_message_follow_me_0;Follow me!;Follow me!;same;;;;;;;;;;;;;;;;;;;
voice_message_follow_me_1;Guide on me!;Guide on me!;same;;;;;;;;;;;;;;;;;;;
voice_message_follow_me_2;Move after me!;Move after me!;same;;;;;;;;;;;;;;;;;;;
voice_message_follow_me_3;On me!;On me!;same;;;;;;;;;;;;;;;;;;;
voice_message_yes_0;Affirmative!;Affirmative!;same;;;;;;;;;;;;;;;;;;;
voice_message_yes_1;Yes!;Yes!;same;;;;;;;;;;;;;;;;;;;
voice_message_yes_2;Roger that!;Roger that!;same;;;;;;;;;;;;;;;;;;;
voice_message_yes_3;I agree!;I agree!;same;;;;;;;;;;;;;;;;;;;
voice_message_no_0;Negative!;Negative!;same;;;;;;;;;;;;;;;;;;;
voice_message_no_1;No!;No!;same;;;;;;;;;;;;;;;;;;;
voice_message_no_2;Never!;Never!;same;;;;;;;;;;;;;;;;;;;
voice_message_no_3;I refuse!;I refuse!;same;;;;;;;;;;;;;;;;;;;
voice_message_sorry_0;Sorry!;Sorry!;same;;;;;;;;;;;;;;;;;;;
voice_message_sorry_1;I'm sorry!;I'm sorry!;same;;;;;;;;;;;;;;;;;;;
voice_message_sorry_2;Excuse me!;Excuse me!;same;;;;;;;;;;;;;;;;;;;
voice_message_sorry_3;I beg your pardon!;I beg your pardon!;same;;;;;;;;;;;;;;;;;;;
voice_message_thank_you_0;Thank you!;Thank you!;same;;;;;;;;;;;;;;;;;;;
voice_message_thank_you_1;Thanks!;Thanks!;same;;;;;;;;;;;;;;;;;;;
voice_message_thank_you_2;Thank you very much!;Thank you very much!;same;;;;;;;;;;;;;;;;;;;
voice_message_thank_you_3;Gramercy!;Gramercy!;same;;;;;;;;;;;;;;;;;;;
voice_message_attacking_target_0;I'm attacking %s!;I'm attacking %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attacking_target_1;Assaulting %s!;Assaulting %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attacking_target_2;Starting combat with %s!;Starting combat with %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attacking_target_3;Engaging with %s!;Engaging with %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_target_0;Attack %s!;Attack %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_target_1;Destroy %s!;Destroy %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_target_2;Eliminate %s!;Eliminate %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_target_3;Someone, attack %s!;Someone, attack %s!;same;;;;;;;;;;;;;;;;;;;
voice_message_well_done_0;Well done!;Well done!;same;;;;;;;;;;;;;;;;;;;
voice_message_well_done_1;Awesome!;Awesome!;same;;;;;;;;;;;;;;;;;;;
voice_message_well_done_2;Bravo!;Bravo!;same;;;;;;;;;;;;;;;;;;;
voice_message_well_done_3;Excellent!;Excellent!;same;;;;;;;;;;;;;;;;;;;
voice_message_landing_0;Leading for landing!;Leading for landing!;same;;;;;;;;;;;;;;;;;;;
voice_message_landing_1;Getting down!;Getting down!;same;;;;;;;;;;;;;;;;;;;
voice_message_landing_2;Leading for landing!;Leading for landing!;same;;;;;;;;;;;;;;;;;;;
voice_message_landing_3;Getting down!;Getting down!;same;;;;;;;;;;;;;;;;;;;
voice_message_check_your_six_0;Check your six!;Check your six!;same;;;;;;;;;;;;;;;;;;;
voice_message_check_your_six_1;Behind you!;Behind you!;same;;;;;;;;;;;;;;;;;;;
voice_message_check_your_six_2;Check your six!;Check your six!;same;;;;;;;;;;;;;;;;;;;
voice_message_check_your_six_3;Look back!;Look back!;same;;;;;;;;;;;;;;;;;;;
voice_message_return_to_base_0;Returning to the base.;Returning to the base.;same;;;;;;;;;;;;;;;;;;;
voice_message_return_to_base_1;Returning to the base.;Returning to the base.;same;;;;;;;;;;;;;;;;;;;
voice_message_return_to_base_2;Returning to the airfield.;Returning to the airfield.;same;;;;;;;;;;;;;;;;;;;
voice_message_return_to_base_3;Heading to the base.;Heading to the base.;same;;;;;;;;;;;;;;;;;;;
voice_message_reloading_0;Reloading!;Reloading!;same;;;;;;;;;;;;;;;;;;;
voice_message_reloading_1;Reloading!;Reloading!;same;;;;;;;;;;;;;;;;;;;
voice_message_reloading_2;Reloading!;Reloading!;same;;;;;;;;;;;;;;;;;;;
voice_message_reloading_3;Reloading!;Reloading!;same;;;;;;;;;;;;;;;;;;;
voice_message_repairing_0;Repairing!;Repairing!;same;;;;;;;;;;;;;;;;;;;
voice_message_repairing_1;Repairing!;Repairing!;same;;;;;;;;;;;;;;;;;;;
voice_message_repairing_2;Repairing!;Repairing!;same;;;;;;;;;;;;;;;;;;;
voice_message_repairing_3;Repairing!;Repairing!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_A_0;Attack the A point!;Attack the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_A_1;Attack the A point!;Attack the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_A_2;Attack the A point!;Attack the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_A_3;Attack the A point!;Attack the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_B_0;Attack the B point!;Attack the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_B_1;Attack the B point!;Attack the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_B_2;Attack the B point!;Attack the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_B_3;Attack the B point!;Attack the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_C_0;Attack the C point!;Attack the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_C_1;Attack the C point!;Attack the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_C_2;Attack the C point!;Attack the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_C_3;Attack the C point!;Attack the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_attack_D_0;I'm dumb!;Attack the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_attack_D_1;I'm a leech!;Attack the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_attack_D_2;I'm dumb!;Attack the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_attack_D_3;I'm a leech!;Attack the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_defend_A_0;Defend the A point!;Defend the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_A_1;Defend the A point!;Defend the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_A_2;Defend the A point!;Defend the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_A_3;Defend the A point!;Defend the A point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_B_0;Defend the B point!;Defend the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_B_1;Defend the B point!;Defend the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_B_2;Defend the B point!;Defend the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_B_3;Defend the B point!;Defend the B point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_C_0;Defend the C point!;Defend the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_C_1;Defend the C point!;Defend the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_C_2;Defend the C point!;Defend the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_C_3;Defend the C point!;Defend the C point!;same;;;;;;;;;;;;;;;;;;;
voice_message_defend_D_0;And I'm gonna cum!;Defend the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_defend_D_1;And I'm gotta shit!;Defend the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_defend_D_2;And I'm gonna cum!;Defend the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_defend_D_3;And I'm gotta shit!;Defend the D point!;nice;;;;;;;;;;;;;;;;;;;
voice_message_attention_to_point_0;Attention to the map!;Attention to the map!;same;;;;;;;;;;;;;;;;;;;
voice_message_attention_to_point_1;Attention to the map!;Attention to the map!;same;;;;;;;;;;;;;;;;;;;
voice_message_attention_to_point_2;Attention to the designated grid square!;Attention to the designated grid square!;same;;;;;;;;;;;;;;;;;;;
voice_message_attention_to_point_3;Attention to the designated grid zone!;Attention to the designated grid zone!;same;;;;;;;;;;;;;;;;;;;
voice_message_designate_target_from_uav_0;UAV operator transmits target coordinates;UAV operator transmits target coordinates;same;;;;;;;;;;;;;;;;;;;
voice_message_designate_target_from_uav_1;Sending coordinates from a drone;Sending coordinates from a drone;same;;;;;;;;;;;;;;;;;;;
voice_message_designate_target_from_uav_2;UAV operator noticed activity in the designated grid square;UAV operator noticed activity in the designated grid square;same;;;;;;;;;;;;;;;;;;;
voice_message_designate_target_from_uav_3;UAV operator transmits target coordinates;UAV operator transmits target coordinates;same;;;;;;;;;;;;;;;;;;;
voice_message_target_placeholder;my target;my target;same;;;;;;;;;;;;;;;;;;;
voice_message_altitude;alt.;alt.;same;;;;;;;;;;;;;;;;;;;
voice_message_request_target_0;Requesting a target for an air attack;Requesting a target for an air attack;same;;;;;;;;;;;;;;;;;;;
voice_message_request_target_1;Requesting a target for an air attack;Requesting a target for an air attack;same;;;;;;;;;;;;;;;;;;;
voice_message_request_target_2;Requesting a target for an air attack;Requesting a target for an air attack;same;;;;;;;;;;;;;;;;;;;
voice_message_request_target_3;Requesting a target for an air attack;Requesting a target for an air attack;same;;;;;;;;;;;;;;;;;;;
voice_message_request_air_support_0;Requesting aviation support;Requesting aviation support;same;;;;;;;;;;;;;;;;;;;
voice_message_request_air_support_1;Requesting aviation support;Requesting aviation support;same;;;;;;;;;;;;;;;;;;;
voice_message_request_air_support_2;Requesting aviation support;Requesting aviation support;same;;;;;;;;;;;;;;;;;;;
voice_message_request_air_support_3;Requesting aviation support;Requesting aviation support;same;;;;;;;;;;;;;;;;;;;
voice_message_request_uav_0;Requesting UAV online;Requesting air reconnaissance;nice;;;;;;;;;;;;;;;;;;;
voice_message_request_uav_1;Requesting air reconnaissance;Requesting air reconnaissance;same;;;;;;;;;;;;;;;;;;;
voice_message_request_uav_2;Requesting UAV online;Requesting air reconnaissance;nice;;;;;;;;;;;;;;;;;;;
voice_message_request_uav_3;Requesting air reconnaissance;Requesting air reconnaissance;same;;;;;;;;;;;;;;;;;;;
voice_message_help_me_0;Requesting repairs;Requesting repairs;same;;;;;;;;;;;;;;;;;;;
voice_message_help_me_1;Requesting repairs;Requesting repairs;same;;;;;;;;;;;;;;;;;;;
voice_message_help_me_2;Requesting repairs;Requesting repairs;same;;;;;;;;;;;;;;;;;;;
voice_message_help_me_3;Requesting repairs;Requesting repairs;same;;;;;;;;;;;;;;;;;;;
voice_message_air_0;Air Alert!;Air Alert!;same;;;;;;;;;;;;;;;;;;;
voice_message_air_1;Air Alert!;Air Alert!;same;;;;;;;;;;;;;;;;;;;
voice_message_air_2;Air Alert!;Air Alert!;same;;;;;;;;;;;;;;;;;;;
voice_message_air_3;Air Alert!;Air Alert!;same;;;;;;;;;;;;;;;;;;;
voice_message_air_suffix; Azimuth %d, Altitude %d; Azimuth %d, the altitude is about %d;nice;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_sorry_0;Sorry for teamkill!;Sorry for teamkill!;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_sorry_1;Sorry for teamkill!;Sorry for teamkill!;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_sorry_2;Sorry for teamkill!;Sorry for teamkill!;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_sorry_3;Sorry for teamkill!;Sorry for teamkill!;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_forgive_0;I accept apology for teamkill from %s;I accept apology for teamkill from %s;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_forgive_1;I accept apology for teamkill from %s;I accept apology for teamkill from %s;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_forgive_2;I accept apology for teamkill from %s;I accept apology for teamkill from %s;same;;;;;;;;;;;;;;;;;;;
voice_message_teamkill_forgive_3;I accept apology for teamkill from %s;I accept apology for teamkill from %s;same;;;;;;;;;;;;;;;;;;;
measureUnits/kg_per_sq_meters_wing_loading;kg/m²;kg/m²;same;;;;;;;;;;;;;;;;;;;
measureUnits/lb_per_sq_feet_wing_loading;lb/ft²;lb/ft²;same;;;;;;;;;;;;;;;;;;;
measureUnits/hp_per_kg_power_to_weight_ratio;hp/kg;hp/kg;same;;;;;;;;;;;;;;;;;;;
measureUnits/hp_per_lb_power_to_weight_ratio;hp/lb;hp/lb;same;;;;;;;;;;;;;;;;;;;
HUD_INSTRUCTOR;INSTRUCTOR;INSTRUCTOR;same;;;;;;;;;;;;;;;;;;;
HUD_INSTRUCTOR_FORCED;INSTRUCTOR forced;INSTRUCTOR forced;same;;;;;;;;;;;;;;;;;;;
helpersMode/mouseAim;Control type: mouse aim;Control type: mouse aim;same;;;;;;;;;;;;;;;;;;;
helpersMode/instructor;Control type: simplified;Control type: simplified;same;;;;;;;;;;;;;;;;;;;
helpersMode/realistic;Control type: realistic;Control type: realistic;same;;;;;;;;;;;;;;;;;;;
helpersMode/full_real;Control type: full;Control type: full;same;;;;;;;;;;;;;;;;;;;
HUD_REDUCE_ENGINE_POWER_TO_REPAIR;Reduce engine power to be repaired;Reduce engine power to be repaired;same;;;;;;;;;;;;;;;;;;;
HUD_TIME_TO_REPAIR;You will be repaired in;You will be repaired in;same;;;;;;;;;;;;;;;;;;;
HUD_TIME_TO_REARM;Aircraft will be rearmed in;Aircraft will be rearmed in;same;;;;;;;;;;;;;;;;;;;
HUD_TIME_TO_REFUEL;Aircraft will be refueled in;Aircraft will be refuelled in;nice;;;;;;;;;;;;;;;;;;;
HUD_TIME_TO_SURRENDER;You will be captured in;You will be captured in;same;;;;;;;;;;;;;;;;;;;
TXT_CHUTE_ON;Chute opened;Chute opened;same;;;;;;;;;;;;;;;;;;;
TXT_CHUTE_OFF;Chute cut off;Chute shot off;nice;;;;;;;;;;;;;;;;;;;
TXT_NO_CHUTE;;No chute;nice;;;;;;;;;;;;;;;;;;;
TXT_CHUTE_NO_SPEED;Too fast for chute to be opened;Invalid parachute opening speed;nice;;;;;;;;;;;;;;;;;;;
TXT_CHUTE_NO_GROUND;Parachute cannot open in the air;The parachute cannot be open in the air;nice;;;;;;;;;;;;;;;;;;;
TXT_CHUTE_USED;Parachutes spent;Parachutes spent;same;;;;;;;;;;;;;;;;;;;
TXT_HOVER_ON;Hover mode on;Hover mode on;same;;;;;;;;;;;;;;;;;;;
TXT_HOVER_OFF;Hover mode off;Hover mode off;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_COLLIMATOR_SIGHT_ON;Cockpit Sight on;Cockpit Sight on;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_COLLIMATOR_SIGHT_OFF;Cockpit Sight off;Cockpit Sight off;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_NO_COLLIMATOR_SIGHT;;No Cockpit Sight;nice;;;;;;;;;;;;;;;;;;;
HUD_CAN_NOT_REPAIR;Repair not available. The Snail sends its regards;Your aircraft is critically damaged. Repair is not available;nice;;;;;;;;;;;;;;;;;;;
HUD_CAN_NOT_REPAIR_HELICOPTER;Repair not available. The Snail sends its regards;Your helicopter is critically damaged. Repair is not available;nice;;;;;;;;;;;;;;;;;;;
NET_PROTOCOL_VERSION_MISMATCH;Net protocol version mismatch.;Net protocol version mismatch.;same;;;;;;;;;;;;;;;;;;;
TRIM_AILERONS;Aileron trim:;Aileron trim:;same;;;;;;;;;;;;;;;;;;;
TRIM_ELEVATOR;Elevator trim:;Elevator trim:;same;;;;;;;;;;;;;;;;;;;
TRIM_RUDDER;Rudder trim:;Rudder trim:;same;;;;;;;;;;;;;;;;;;;
TRIM_AILERONS_SHORT;aileron;aileron;same;;;;;;;;;;;;;;;;;;;
TRIM_ELEVATOR_SHORT;elevator;elevator;same;;;;;;;;;;;;;;;;;;;
TRIM_RUDDER_SHORT;rudder;rudder;same;;;;;;;;;;;;;;;;;;;
NET_DLC_SESSION_STARTED;This content is only available as DLC. You will return to menu.;This content is only available as an add-on. You will be returned to menu.;nice;;;;;;;;;;;;;;;;;;;
HUD_NET_SLOW;BAD NETWORK CONNECTION!;BAD NETWORK CONNECTION!;same;;;;;;;;;;;;;;;;;;;
HUD_NET_UNRESPONSIVE;CONNECTION TO THE SERVER LOST;CONNECTION TO THE SERVER WAS LOST;nice;;;;;;;;;;;;;;;;;;;
date_format;{month} {day}, {year};{month} {day}, {year};same;;;;;;;;;;;;;;;;;;;
date_format_short;{month} {day};{month} {day};same;;;;;;;;;;;;;;;;;;;
AviWriter/Start;"Start writing avi to file ""%s""";"Start writing avi to file ""%s""";same;;;;;;;;;;;;;;;;;;;
AviWriter/Error;"Video ""%s"" writing error";"Video ""%s"" writing error";same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_0;AVIERR_UNSUPPORTED;AVIERR_UNSUPPORTED;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_1;AVIERR_BADFORMAT;AVIERR_BADFORMAT;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_2;AVIERR_MEMORY;AVIERR_MEMORY;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_3;AVIERR_INTERNAL;AVIERR_INTERNAL;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_4;AVIERR_BADFLAGS;AVIERR_BADFLAGS;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_5;AVIERR_BADPARAM;AVIERR_BADPARAM;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_6;AVIERR_BADSIZE;AVIERR_BADSIZE;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_7;AVIERR_BADHANDLE;AVIERR_BADHANDLE;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_8;AVIERR_FILEREAD;AVIERR_FILEREAD;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_9;Not enough space on the disk.;Not enough space on the disk.;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_10;AVIERR_FILEOPEN;AVIERR_FILEOPEN;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_11;AVIERR_COMPRESSOR;AVIERR_COMPRESSOR;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_12;AVIERR_NOCOMPRESSOR;AVIERR_NOCOMPRESSOR;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_13;AVIERR_READONLY;AVIERR_READONLY;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_14;AVIERR_NODATA;AVIERR_NODATA;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_15;AVIERR_BUFFERTOOSMALL;AVIERR_BUFFERTOOSMALL;same;;;;;;;;;;;;;;;;;;;
AviWriter/Error_16;AVIERR_CANTCOMPRESS;AVIERR_CANTCOMPRESS;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_1_CONTROL_ON;First engine controls on.;First engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_2_CONTROL_ON;Second engine controls on.;Second engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_3_CONTROL_ON;Third engine controls on.;Third engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_4_CONTROL_ON;Fourth engine controls on.;Fourth engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_5_CONTROL_ON;Fifth engine controls on.;Fifth engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_6_CONTROL_ON;Sixth engine controls on.;Sixth engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_1_CONTROL_OFF;First engine controls off.;First engine controls off.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_2_CONTROL_OFF;Second engine controls off.;Second engine controls off.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_3_CONTROL_OFF;Third engine controls off.;Third engine controls off.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_4_CONTROL_OFF;Fourth engine controls off.;Fourth engine controls off.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_5_CONTROL_OFF;Fifth engine controls off.;Fifth engine controls off.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_6_CONTROL_OFF;Sixth engine controls off.;Sixth engine controls off.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_ENGINE_ALL_CONTROL_ON;All engine controls on.;All engine controls on.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_NO_TURBO_CHARGER_CONTROL;;No turbocharger control available;nice;;;;;;;;;;;;;;;;;;;
HUD/TXT_HIGH_ENGINE_RPM;High engine RPM.;High engine RPM.;same;;;;;;;;;;;;;;;;;;;
HUD/TXT_LOW_MAIN_ROTOR_RPM;Low main rotor RPM.;Low main rotor RPM.;same;;;;;;;;;;;;;;;;;;;
TXT_MAIN_ROTOR_VORTEX_RING;Rotor vortex ring. INCREASE SPEED;Vortex ring. Increase speed by moving in any direction.;nice;;;;;;;;;;;;;;;;;;;
TXT_TAIL_ROTOR_VORTEX_RING;Tail vortex ring. INCREASE SPEED;Vortex ring. Increase speed by moving in any direction.;nice;;;;;;;;;;;;;;;;;;;
death/exploded;Plane exploded;Plane exploded;same;;;;;;;;;;;;;;;;;;;
death/burn;Plane burnt down;Plane burnt down;same;;;;;;;;;;;;;;;;;;;
death/cutWing;Wing cut loose;Wing cut loose;same;;;;;;;;;;;;;;;;;;;
death/cutTail;Tail cut loose;Tail cut loose;same;;;;;;;;;;;;;;;;;;;
death/destruction;Plane broken down;Plane broken down;same;;;;;;;;;;;;;;;;;;;
death/crewDeath;Crew knocked out;Crew knocked out;same;;;;;;;;;;;;;;;;;;;
death/tankIncapacitated;Vehicle is combat-ineffective;Vehicle is combat-ineffective;same;;;;;;;;;;;;;;;;;;;
death/fuelTankExplosion;Fuel tanks exploded;Fuel tanks exploded;same;;;;;;;;;;;;;;;;;;;
death/ammoExplosion;Ammo racked by explosion;Ammunition load exploded;nice;;;;;;;;;;;;;;;;;;;
death/ammoFire;Ammo racked by fire;Ammunition load burnt down;nice;;;;;;;;;;;;;;;;;;;
death/tankBurn;Vehicle burnt down;Vehicle burnt down;same;;;;;;;;;;;;;;;;;;;
death/shipBurn;Vessel burnt down;Vessel burnt down;same;;;;;;;;;;;;;;;;;;;
death/helicopterExplosion;Helicopter destroyed;Helicopter destroyed;same;;;;;;;;;;;;;;;;;;;
death/shipCrewDeath;Crew knocked out;Crew knocked out;same;;;;;;;;;;;;;;;;;;;
death/lowWater;Vessel run aground;Vessel run aground;same;;;;;;;;;;;;;;;;;;;
death/hullDestruction;Hull Destroyed;Hull destroyed;nice;;;;;;;;;;;;;;;;;;;
death/hullBreak;Hull Broke;Hull destroyed;nice;;;;;;;;;;;;;;;;;;;
death/torpedoHit;Vessel destroyed by torpedo;Vessel destroyed by torpedo;same;;;;;;;;;;;;;;;;;;;
death/mineHit;Vessel destroyed by mine;Vessel destroyed by mine;same;;;;;;;;;;;;;;;;;;;
death/crewSurrender;Crew surrendered;Crew surrendered;same;;;;;;;;;;;;;;;;;;;
death/severeDamageToKill;Written off due to severe damage;Written off due to severe damage;same;;;;;;;;;;;;;;;;;;;
HUD_TIME_TO_TRACK_REPAIR;The track will be repaired in;The track will be repaired in;same;;;;;;;;;;;;;;;;;;;
NET_PLAYER_GM_HAS_DESTROYED;has wrecked;has been wrecked;nice;;;;;;;;;;;;;;;;;;;
NET_PLAYER_GM_KILLED_BY_UNIT;has been destroyed by;has been destroyed by;same;;;;;;;;;;;;;;;;;;;
HUD_YOUR_KILLER_GM;You were destroyed by;You have been destroyed by;nice;;;;;;;;;;;;;;;;;;;
HUD_YOUR_KILLER_GM_AI;You have been T-posed by;You have been destroyed by;nice;;;;;;;;;;;;;;;;;;;
HUD_DESTROYED_BY_AMMO;%s - %s;%s ammunition - %s;nice;;;;;;;;;;;;;;;;;;;
HUD_AWARD_GIVEN_FOR;the award will be given to ;the award will be given to ;same;;;;;;;;;;;;;;;;;;;
HUD_AWARD_NEAREST;The award may be given to the nearest opponent;The award may be given to the nearest opponent;same;;;;;;;;;;;;;;;;;;;
HUD_INVULNERABLE_TIME;Invincibility;Invincibility;same;;;;;;;;;;;;;;;;;;;
InternetRadio/Ulitka;Ulitka radio;"""Ulitka"" radio";nice;;;;;;;;;;;;;;;;;;;
NUD_TIME_TO_START_REPAIR;Repair will start in;Repair will start in;same;;;;;;;;;;;;;;;;;;;
NUD_TIME_TO_STOP_REPAIR;Repair will end in;Repair will end in;same;;;;;;;;;;;;;;;;;;;
NUD_TIME_TO_TANK_ASSIST_REPAIR;The allied vehicle will be repaired in;The allied vehicle will be repaired in;same;;;;;;;;;;;;;;;;;;;
NUD_TIME_TO_TANK_REPAIR;The vehicle will be repaired in;The vehicle will be repaired in;same;;;;;;;;;;;;;;;;;;;
NUD_TIME_TO_REPAIR_UNIT;The unit will be repaired in;The unit will be repaired in;same;;;;;;;;;;;;;;;;;;;
HUD_TIME_TO_EXTINGUISH_UNIT;Fire to be extinguished in;The unit will be extinguished in;nice;;;;;;;;;;;;;;;;;;;
NUD_MSG_TANK_REARM;Reloading in progress;Reloading in progress;same;;;;;;;;;;;;;;;;;;;
hud_tank_driver_dead;The driver is dead, crew relocating in %02d:%02d;The driver is unconscious, vehicle handling will be available in %02d:%02d;nice;;;;;;;;;;;;;;;;;;;
hud_tank_gunner_dead;The gunner is dead, crew relocating in %02d:%02d;The gunner is unconscious, fire control will be available in %02d:%02d;nice;;;;;;;;;;;;;;;;;;;
hud_tank_loader_dead;The loader is dead;The loader is unconscious, loading time has been increased;nice;;;;;;;;;;;;;;;;;;;
hud_tank_commander_dead;The commander is dead;The commander is unconscious;nice;;;;;;;;;;;;;;;;;;;
hud_tank_machine_gunner_dead;ඞ is dead, RIP;The radio operator gunner is unconscious;nice;;;;;;;;;;;;;;;;;;;
hud_gun_barell_malfunction;Attention! Gun barrel is damaged. Shooting the weapon can lead to shell explosion within the barrel.;Attention! Gun barrel is damaged. Shooting the weapon can lead to shell explosion within the barrel.;same;;;;;;;;;;;;;;;;;;;
hud_rocket_launcher_malfunction;Attention! Rocket launcher is damaged. Shooting the weapon can lead to shell explosion on the rails.;Attention! Rocket launcher is damaged. Shooting the weapon can lead to shell explosion on the rails.;same;;;;;;;;;;;;;;;;;;;
hud_gun_barrel_exploded;Gun barrel is damaged. Muzzle velocity and firing accuracy are significantly decreased.;Gun barrel is damaged. Muzzle velocity, firing accuracy and piercing ability of the weapon are significantly decreased.;nice;;;;;;;;;;;;;;;;;;;
hud_gun_breech_malfunction;Attention! Gun breech is damaged. Shooting the weapon can lead to shell explosion in the turret.;Attention! Gun breech is damaged. Shooting the weapon can lead to shell explosion in the turret.;same;;;;;;;;;;;;;;;;;;;
hud_gun_breech_malfunction_misfire;Misfire due to gun breech damage;Misfire due to gun breech damage;same;;;;;;;;;;;;;;;;;;;
hud_tank_turret_drive_h_broken;Horizontal turret drive damaged;Horizontal turret drive damaged;same;;;;;;;;;;;;;;;;;;;
hud_tank_turret_drive_v_broken;Vertical turret drive damaged;Vertical turret drive damaged;same;;;;;;;;;;;;;;;;;;;
hud_tank_electronic_equipment_broken;Electronic equipment damaged;Electronic equipment damaged;same;;;;;;;;;;;;;;;;;;;
hud_tank_fire_control_system_broken;FCS damaged;FCS damaged;same;;;;;;;;;;;;;;;;;;;
