Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
hints/t2_win_the_round_teamB;The enemy team has delivered your Flag! The Flags will return to their places.;The enemy team has delivered your Flag! The Flags will return to their places.;same;;;;;;;;;;;;;;;;;;;
hints/t1_flag_captured_teamA;Your Flag has been captured!;Your Flag has been captured!;same;;;;;;;;;;;;;;;;;;;
hints/t1_flag_captured_teamB;The enemy Flag has been captured!;The enemy Flag has been captured!;same;;;;;;;;;;;;;;;;;;;
hints/t2_flag_captured_teamA;The enemy Flag has been captured!;The enemy Flag has been captured!;same;;;;;;;;;;;;;;;;;;;
hints/t2_flag_captured_teamB;Your Flag has been captured!;Your Flag has been captured!;same;;;;;;;;;;;;;;;;;;;
hints/t1_flag_returned_teamA;You have returned your Flag!;You have returned your Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t1_flag_returned_teamB;The enemy has returned his Flag!;The enemy has returned his Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t2_flag_returned_teamA;The enemy has returned his Flag!;The enemy has returned his Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t2_flag_returned_teamB;You have returned your Flag!;You have returned your Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t1_flag_dropped_teamA;The enemy has dropped your Flag!;The enemy has dropped your Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t1_flag_dropped_teamB;You have dropped the enemy Flag!;You have dropped the enemy Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t2_flag_dropped_teamA;You have dropped the enemy Flag!;You have dropped the enemy Flag!;same;;;;;;;;;;;;;;;;;;;
hints/t2_flag_dropped_teamB;The enemy has dropped your Flag!;The enemy has dropped your Flag!;same;;;;;;;;;;;;;;;;;;;
hints/flag_captured_you;You have the enemy Flag! Deliver it to the allied point!;You have the enemy Flag! Deliver it to the allied point!;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_15;Hold both strategic points for: 15;Hold both strategic points for: 15;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_14;Hold both strategic points for: 14;Hold both strategic points for: 14;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_13;Hold both strategic points for: 13;Hold both strategic points for: 13;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_12;Hold both strategic points for: 12;Hold both strategic points for: 12;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_11;Hold both strategic points for: 11;Hold both strategic points for: 11;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_10;Hold both strategic points for: 10;Hold both strategic points for: 10;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_09;Hold both strategic points for: 9;Hold both strategic points for: 9;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_08;Hold both strategic points for: 8;Hold both strategic points for: 8;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_07;Hold both strategic points for: 7;Hold both strategic points for: 7;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_06;Hold both strategic points for: 6;Hold both strategic points for: 6;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_05;Hold both strategic points for: 5;Hold both strategic points for: 5;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_04;Hold both strategic points for: 4;Hold both strategic points for: 4;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_03;Hold both strategic points for: 3;Hold both strategic points for: 3;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_02;Hold both strategic points for: 2;Hold both strategic points for: 2;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_01;Hold both strategic points for: 1;Hold both strategic points for: 1;same;;;;;;;;;;;;;;;;;;;
hints/ally_round_will_end_in_00;You have won this round!;You have won this round!;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_15;Capture at least one strategic points in: 15;Capture at least one strategic points in: 15;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_14;Capture at least one strategic points in: 14;Capture at least one strategic points in: 14;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_13;Capture at least one strategic points in: 13;Capture at least one strategic points in: 13;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_12;Capture at least one strategic points in: 12;Capture at least one strategic points in: 12;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_11;Capture at least one strategic points in: 11;Capture at least one strategic points in: 11;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_10;Capture at least one strategic points in: 10;Capture at least one strategic points in: 10;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_09;Capture at least one strategic points in: 9;Capture at least one strategic points in: 9;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_08;Capture at least one strategic points in: 8;Capture at least one strategic points in: 8;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_07;Capture at least one strategic points in: 7;Capture at least one strategic points in: 7;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_06;Capture at least one strategic points in: 6;Capture at least one strategic points in: 6;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_05;Capture at least one strategic points in: 5;Capture at least one strategic points in: 5;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_04;Capture at least one strategic points in: 4;Capture at least one strategic points in: 4;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_03;Capture at least one strategic points in: 3;Capture at least one strategic points in: 3;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_02;Capture at least one strategic points in: 2;Capture at least one strategic points in: 2;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_01;Capture at least one strategic points in: 1;Capture at least one strategic points in: 1;same;;;;;;;;;;;;;;;;;;;
hints/enemy_round_will_end_in_00;You have lost this round!;You have lost this round!;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_20;Capture zones will become available in: 20;Capture zones will become available in: 20;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_19;Capture zones will become available in: 19;Capture zones will become available in: 19;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_18;Capture zones will become available in: 18;Capture zones will become available in: 18;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_17;Capture zones will become available in: 17;Capture zones will become available in: 17;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_16;Capture zones will become available in: 16;Capture zones will become available in: 16;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_15;Capture zones will become available in: 15;Capture zones will become available in: 15;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_14;Capture zones will become available in: 14;Capture zones will become available in: 14;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_13;Capture zones will become available in: 13;Capture zones will become available in: 13;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_12;Capture zones will become available in: 12;Capture zones will become available in: 12;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_11;Capture zones will become available in: 11;Capture zones will become available in: 11;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_10;Capture zones will become available in: 10;Capture zones will become available in: 10;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_09;Capture zones will become available in: 9;Capture zones will become available in: 9;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_08;Capture zones will become available in: 8;Capture zones will become available in: 8;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_07;Capture zones will become available in: 7;Capture zones will become available in: 7;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_06;Capture zones will become available in: 6;Capture zones will become available in: 6;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_05;Capture zones will become available in: 5;Capture zones will become available in: 5;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_04;Capture zones will become available in: 4;Capture zones will become available in: 4;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_03;Capture zones will become available in: 3;Capture zones will become available in: 3;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_02;Capture zones will become available in: 2;Capture zones will become available in: 2;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_01;Capture zones will become available in: 1;Capture zones will become available in: 1;same;;;;;;;;;;;;;;;;;;;
hints/next_round_in_00;Capture zones have become available!;Capture zones have become available!;same;;;;;;;;;;;;;;;;;;;
hints/artillery_disable_warning;Last chance to use your artillery!;Last chance to use your artillery!;same;;;;;;;;;;;;;;;;;;;
hints/artillery_disable;Artillery strikes are no longer available!;Artillery strikes are no longer available!;same;;;;;;;;;;;;;;;;;;;
hints/no_attackers_so_mission_end_for_00;"There are no players of the attacking team.
The mission is over.";"There are no players of the attacking team.
The mission is over.";same;;;;;;;;;;;;;;;;;;;
hints/no_attackers_so_mission_end_for_01;"There are no players of the attacking team.
The mission will end in: 1";"There are no players of the attacking team.
The mission will end in: 1";same;;;;;;;;;;;;;;;;;;;
hints/no_attackers_so_mission_end;"There are no players of the attacking team.
The mission will end in: {var}";"There are no players of the attacking team.
The mission will end in: {var}";same;;;;;;;;;;;;;;;;;;;
hints/attack_player_with_ball;Attack the enemy carrying the ball!;Attack the enemy carrying the ball!;same;;;;;;;;;;;;;;;;;;;
hints/defend_player_with_ball;Defend the ally carrying the ball!;Defend the ally carrying the ball!;same;;;;;;;;;;;;;;;;;;;
hints/move_in_waypoint_to_score;Deliver the ball into the opponent's goal!;Deliver the ball into the opponent's goal!;same;;;;;;;;;;;;;;;;;;;
hints/ally_team_received_1000_tickets;Your team has earned 1000 points!;Your team has earned 1000 points!;same;;;;;;;;;;;;;;;;;;;
hints/enemy_team_received_1000_tickets;The enemy team has earned 1000 points!;The enemy team has earned 1000 points!;same;;;;;;;;;;;;;;;;;;;
hints/ally_team_received_2000_tickets;Your team has earned 2000 points!;Your team has earned 2000 points!;same;;;;;;;;;;;;;;;;;;;
hints/enemy_team_received_2000_tickets;The enemy team has earned 2000 points!;The enemy team has earned 2000 points!;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_start;"You have 7 targets to destroy.
Some targets can be destroyed by the machine gun.";"You have 7 targets to destroy.
Some targets can be destroyed by the machine gun.";same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_targets_counter01;You have destroyed 1/7 targets.;You have destroyed 1/7 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_targets_counter02;You have destroyed 2/7 targets.;You have destroyed 2/7 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_targets_counter03;You have destroyed 3/7 targets.;You have destroyed 3/7 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_targets_counter04;You have destroyed 4/7 targets.;You have destroyed 4/7 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_targets_counter05;You have destroyed 5/7 targets.;You have destroyed 5/7 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_1st_range_targets_counter06;You have destroyed 6/7 targets.;You have destroyed 6/7 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_all_targets_destroyed;"You have destroyed all targets.
Proceed further.";"You have destroyed all targets.
Proceed further.";same;;;;;;;;;;;;;;;;;;;
hints/biathlon_2nd_range_start;"You have 3 targets to destroy.
Try to destroy these targets on the move.";"You have 3 targets to destroy.
Try to destroy these targets on the move.";same;;;;;;;;;;;;;;;;;;;
hints/biathlon_2nd_range_targets_counter01;You have destroyed 1/3 targets.;You have destroyed 1/3 targets.;same;;;;;;;;;;;;;;;;;;;
hints/biathlon_2nd_range_targets_counter02;You have destroyed 2/3 targets.;You have destroyed 2/3 targets.;same;;;;;;;;;;;;;;;;;;;
hints/players_found_new_task;Player of your team found new mission target;Player of your team found new mission target;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_win_the_round_teamA;Our Christmas tree has been captured. The trees will now return to their positions.;Our Christmas tree has been captured. The trees will now return to their positions.;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_win_the_round_teamB;We’ve captured the enemy Christmas tree. The trees will now return to their positions.;We’ve captured the enemy Christmas tree. The trees will now return to their positions.;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_win_the_round_teamA;We’ve captured the enemy Christmas tree. The trees will now return to their positions.;We’ve captured the enemy Christmas tree. The trees will now return to their positions.;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_win_the_round_teamB;Our Christmas tree has been captured. The trees will now return to their positions.;Our Christmas tree has been captured. The trees will now return to their positions.;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_flag_captured_teamA;Somebody is capturing our Christmas tree!;Somebody is capturing our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_flag_captured_teamB;We are capturing the enemy Christmas tree!;We are capturing the enemy Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_flag_captured_teamA;We are capturing the enemy Christmas tree!;We are capturing the enemy Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_flag_captured_teamB;Somebody is capturing our Christmas tree!;Somebody is capturing our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_flag_returned_teamA;We returned our Christmas tree!;We returned our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_flag_returned_teamB;The enemy have returned their Christmas tree!;The enemy have returned their Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_flag_returned_teamA;The enemy have returned their Christmas tree!;The enemy have returned their Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_flag_returned_teamB;We returned our Christmas tree!;We returned our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_flag_dropped_teamA;The enemy dropped our Christmas tree!;The enemy dropped our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t1_flag_dropped_teamB;We dropped the enemy Christmas tree!;We dropped the enemy Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_flag_dropped_teamA;We dropped the enemy Christmas tree!;We dropped the enemy Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_t2_flag_dropped_teamB;The enemy dropped our Christmas tree!;The enemy dropped our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/ny_ctf_flag_captured_you;You have the Christmas tree! Bring it home!;You have the Christmas tree! Bring it home!;same;;;;;;;;;;;;;;;;;;;
hints/ny_gift_ctf_t1_delivered_teamA;The enemy has put a present under their Christmas tree.;The enemy has put a present under their Christmas tree.;same;;;;;;;;;;;;;;;;;;;
hints/ny_gift_ctf_t1_delivered_teamB;We placed a present under our Christmas tree.;We placed a present under our Christmas tree.;same;;;;;;;;;;;;;;;;;;;
hints/ny_gift_ctf_t2_delivered_teamA;We placed a present under our Christmas tree.;We placed a present under our Christmas tree.;same;;;;;;;;;;;;;;;;;;;
hints/ny_gift_ctf_t2_delivered_teamB;The enemy has put a present under their Christmas tree.;The enemy has put a present under their Christmas tree.;same;;;;;;;;;;;;;;;;;;;
hints/ny_gift_ctf_captured_you;You got a present! Take it to our Christmas tree!;You got a present! Take it to our Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/naval_ny_gift_ctf_extra_round;There are presents for everyone! Find and bring them to the Christmas tree!;There are presents for everyone! Find and bring them to the Christmas tree!;same;;;;;;;;;;;;;;;;;;;
hints/replenishment_of_ammo_stowage;Replenishing first-stage ammo stowage;Replenishment of first-stage ammo stowage;nice;;;;;;;;;;;;;;;;;;;
hints/enemy_submarines_detected;Enemy ballistic missile submarines detected;Enemy ballistic missile submarines detected;same;;;;;;;;;;;;;;;;;;;
hints/enemy_submarines_start_preparation_for_launch;The enemy submarine began preparing to launch missiles, destroy it!;The enemy submarine began preparing to launch missiles, destroy it!;same;;;;;;;;;;;;;;;;;;;
hints/football_scored_the_goal;{var} has scored a goal!;{var} has scored a goal!;same;;;;;;;;;;;;;;;;;;;
hints/football_missed_the_goal;{var} has scored a goal!;{var} has scored a goal!;same;;;;;;;;;;;;;;;;;;;
hints/football_made_a_save;{var} made a save!;{var} made a save!;same;;;;;;;;;;;;;;;;;;;
hints/football_ball_was_reset;"The ball has been destroyed.
It will appear in the center of the field in: {var}";"The ball has been destroyed.
It will appear in the center of the field in: {var}";same;;;;;;;;;;;;;;;;;;;
hints/football_halftime_counter;The first half will end in: {var};The first half will end in: {var};same;;;;;;;;;;;;;;;;;;;
hints/football_fulltime_counter;The match will end in: {var};The match will end in: {var};same;;;;;;;;;;;;;;;;;;;
hints/football_half_overtime_counter;The half of overtime will end in: {var};The half of overtime will end in: {var};same;;;;;;;;;;;;;;;;;;;
hints/football_overtime_counter;The overtime will end in: {var};The overtime will end in: {var};same;;;;;;;;;;;;;;;;;;;
hints/football_halftime;Half-time!;Half-time!;same;;;;;;;;;;;;;;;;;;;
hints/football_fulltime;Full-time!;Full-time!;same;;;;;;;;;;;;;;;;;;;
hints/football_overtime;Draw! Overtime!;Draw! Overtime!;same;;;;;;;;;;;;;;;;;;;
hints/football_enemy_leads_by_4_goals;The opponent has a four-goal lead – the next goal will be victorious!;The opponent has a four-goal lead – the next goal will be victorious!;same;;;;;;;;;;;;;;;;;;;
hints/football_ally_leads_by_4_goals;Our team has a four-goal lead – the next goal will be victorious!;Our team has a four-goal lead – the next goal will be victorious!;same;;;;;;;;;;;;;;;;;;;
hints/football_enemy_leads_by_2_goals;The opponent has a two-goal lead – the next goal will be victorious!;The opponent has a two-goal lead – the next goal will be victorious!;same;;;;;;;;;;;;;;;;;;;
hints/football_ally_leads_by_2_goals;Our team has a two-goal lead – the next goal will be victorious!;Our team has a two-goal lead – the next goal will be victorious!;same;;;;;;;;;;;;;;;;;;;
hints/request_repair_help;You cannot move during the repair help request;You cannot move during the repair help request;same;;;;;;;;;;;;;;;;;;;
hints/no_potential_assistant;There is no ally nearby who can help you repair the vehicle;There is no ally nearby who can help you repair the vehicle;same;;;;;;;;;;;;;;;;;;;
hints/no_potential_fire_assistant;There is no ally nearby to help put out the fire;There is no ally nearby who can help you firefighting;nice;;;;;;;;;;;;;;;;;;;
hints/have_potential_assistee;There is an ally nearby you can help repair his vehicle;There is an ally nearby you can help repair his vehicle;same;;;;;;;;;;;;;;;;;;;
hints/plane_have_potential_assistee;There is an ally nearby you can help repair his vehicle;There is an ally nearby you can help repair his vehicle;same;;;;;;;;;;;;;;;;;;;
hints/plane_can_repair_assist;You can help allied ground vehicles with field repairs by approaching a vehicle under repair closer than 50 m;You can help allied ground vehicles with field repairs by approaching a vehicle under repair closer than 50 m;same;;;;;;;;;;;;;;;;;;;
hints/request_extinguish_dont_move;You cannot move during firefighting;You cannot move during firefighting;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_hello;Welcome onboard! Today you’re going to learn the fundamentals of piloting a torpedo boat.;Welcome onboard! Today you’re going to learn the fundamentals of piloting a torpedo boat.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_hello_continue;"Welcome onboard! Today you’re going to learn the fundamentals of piloting a torpedo boat.

Press {{ID_CONTINUE}} to continue";"Welcome onboard! Today you’re going to learn the fundamentals of piloting a torpedo boat.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_about_water_movement;Keep in mind that movement over water has much greater inertia that movement over dry land, so vehicles speed up and slow down much more slowly.;Keep in mind that movement over water has much greater inertia that movement over dry land, so vehicles speed up and slow down much more slowly.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_about_water_movement_continue;"Keep in mind that movement over water has much greater inertia that movement over dry land, so vehicles speed up and slow down much more slowly.

Press {{ID_CONTINUE}} to continue";"Keep in mind that movement over water has much greater inertia that movement over dry land, so vehicles speed up and slow down much more slowly.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_use_controls;"Use to control the boat

Keep in mind that movement over water has much greater inertia that movement over dry land, so vehicles speed up and slow down much more slowly.";"Use to control the boat

Keep in mind that movement over water has much greater inertia that movement over dry land, so vehicles speed up and slow down much more slowly.";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_follow_waypoints;Follow the route.;Follow the route.;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_movement_info;Current engine mode and speed;Current engine mode and speed;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_crew_info;CONDITION OF CREW AND NUMBER OF CREWMEMBERS;CONDITION OF CREW AND NUMBER OF CREWMEMBERS;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_use_full_stop;Use to stop the boat.;Use to stop the boat.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_wait_for_full_stop;Wait for the boat to come to a full stop.;Wait for the boat to come to a full stop.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_spot_the_1st_target;"This is your first training target: a boat

Move the cursor over it.";"This is your first training target: a boat

Move the cursor over it.";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_about_cursors;There is a cursor on the screen showing the firing direction. In Realistic Battles, there is also a green marker on the water surface showing the approximate point of shell impact.;There is a cursor on the screen showing the firing direction. In Realistic Battles, there is also a green marker on the water surface showing the approximate point of shell impact.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_about_cursors_continue;"There is a cursor on the screen showing the firing direction. In Realistic Battles, there is also a green marker on the water surface showing the approximate point of shell impact.

Press {{ID_CONTINUE}} to continue";"There is a cursor on the screen showing the firing direction. In Realistic Battles, there is also a green marker on the water surface showing the approximate point of shell impact.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_mouse_aim_cursor;CURSOR INDICATOR;CURSOR INDICATOR;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_turrets_cursors;WEAPON MARKERS;WEAPON MARKERS;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_white_turret_cursor;The white marker shows that the weapon can fire in the indicated direction.;The white marker shows that the weapon can fire in the indicated direction.;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_grey_turret_cursor;The gray marker shows that the weapon in the indicated sector is inactive.;The gray marker shows that the weapon in the indicated sector is inactive.;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_green_turret_cursor;In Realistic Battles, a green marker is located on the water surface, showing the approximate point of shell impact.;In Realistic Battles, a green marker is located on the water surface, showing the approximate point of shell impact.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_turrets_aim_hint01;The boat’s weapons cannot be controlled directly.;The boat’s weapons cannot be controlled directly.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_turrets_aim_hint01_continue;"The boat’s weapons cannot be controlled directly.

Press {{ID_CONTINUE}} to continue";"The boat’s weapons cannot be controlled directly.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_turrets_aim_hint02;You use the cursor to indicate the firing direction. The artillery gunners will then try to aim their guns in that exact direction.;You use the cursor to indicate the firing direction. The artillery gunners will then try to aim their guns in that exact direction.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_turrets_aim_hint02_continue;"You use the cursor to indicate the firing direction. The artillery gunners will then try to aim their guns in that exact direction.

Press {{ID_CONTINUE}} to continue";"You use the cursor to indicate the firing direction. The artillery gunners will then try to aim their guns in that exact direction.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_turrets_aim_hint03;However, keep in mind that it takes time to rotate the turrets. Moreover, some of the boat’s guns may not be able to reach the indicated direction or height.;However, keep in mind that it takes time to rotate the turrets. Moreover, some of the boat’s guns may not be able to reach the indicated direction or height.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_turrets_aim_hint03_continue;"However, keep in mind that it takes time to rotate the turrets. Moreover, some of the boat’s guns may not be able to reach the indicated direction or height.

Press {{ID_CONTINUE}} to continue";"However, keep in mind that it takes time to rotate the turrets. Moreover, some of the boat’s guns may not be able to reach the indicated direction or height.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_wait_for_turrets;Wait for the weapon marker to reach the indicator.;Wait for the weapon marker to reach the indicator.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_shoot_at_first_target;Take a few shots at the training target.;Take a few shots at the training target.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_xray_crew_hint01;The crew is the most vulnerable part of a boat. If most of the crewmen are disabled and the remaining crew is insufficient to pilot the boat, the vehicle is considered to be destroyed.;The crew is the most vulnerable part of a boat. If most of the crewmen are disabled and the remaining crew is insufficient to pilot the boat, the vehicle is considered to be destroyed.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_xray_crew_hint01_continue;"The crew is the most vulnerable part of a boat. If most of the crewmen are disabled and the remaining crew is insufficient to pilot the boat, the vehicle is considered to be destroyed.

Press {{ID_CONTINUE}} to continue";"The crew is the most vulnerable part of a boat. If most of the crewmen are disabled and the remaining crew is insufficient to pilot the boat, the vehicle is considered to be destroyed.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_xray_crew_hint02;Different torpedo boats have different numbers of crewmembers. Lost crew members are indicated by blackened compartments on the hit camera.;Different torpedo boats have different numbers of crewmembers. Lost crew members are indicated by blackened compartments on the hit camera.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_xray_crew_hint02_continue;"Different torpedo boats have different numbers of crewmembers. Lost crew members are indicated by blackened compartments on the hit camera.

Press {{ID_CONTINUE}} to continue";"Different torpedo boats have different numbers of crewmembers. Lost crew members are indicated by blackened compartments on the hit camera.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_other_ways_to_kill_a_boat01;All combat boats and ships can also be damaged by fire. A fire can break out if a shell hits the ammo compartment, fuel tanks, or engine.;All combat boats and ships can also be damaged by fire. A fire can break out if a shell hits the ammo compartment, fuel tanks, or engine.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_other_ways_to_kill_a_boat01_continue;"All combat boats and ships can also be damaged by fire. A fire can break out if a shell hits the ammo compartment, fuel tanks, or engine.

Press {{ID_CONTINUE}} to continue";"All combat boats and ships can also be damaged by fire. A fire can break out if a shell hits the ammo compartment, fuel tanks, or engine.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_other_ways_to_kill_a_boat02;Needless to say, any watercraft can sink if its buoyancy is lost, which will happen if its hull is penetrated below the water line.;Needless to say, any watercraft can sink if its buoyancy is lost, which will happen if its hull is penetrated below the water line.;same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_other_ways_to_kill_a_boat02_continue;"Needless to say, any watercraft can sink if its buoyancy is lost, which will happen if its hull is penetrated below the water line.

Press {{ID_CONTINUE}} to continue";"Needless to say, any watercraft can sink if its buoyancy is lost, which will happen if its hull is penetrated below the water line.

Press {{ID_CONTINUE}} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tutorialBoat_kill_1st_target_anyhow;Destroy the training target.;Destroy the training target.;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_enemy_crew_number_info;The enemies remaining crewmembers;The enemies remaining crewmembers;same;;;;;;;;;;;;;;;;;;;
hud_tutorial_boat_self_crew_number_info;Your remaining crewmembers;Your remaining crewmembers;same;;;;;;;;;;;;;;;;;;;
