Column1;Column2;Column3;Column4;Column5;Column6;Column7
hotkeys/ID_HIDE_HUD;Hide HUD;Hide HUD;nice;;;
joystick/setup_axis_msg;Choose joystick axis;Choose joystick axis;nice;;;
joystick/currentAxis;Axis;Axis;same;;;
joystick/invert_axis;Invert Axis;Invert Axis;nice;;;
joystick/axis_not_assigned;Not Assigned;Not Assigned;nice;;;
joystick/no_available_joystick;No available devices;No available devices;nice;;;
joystick/logicalAxis;Logical axis;Logical axis;nice;;;
joystick/physicalAxis;Physical axis;Physical axis;nice;;;
hotkeys/shortcut_not_assigned;Fuck Gaijin Code;Key not assigned;nice;;;
hotkeys/ID_SEPARATE_ENGINE_CONTROL_HEADER;Separate engine control;Separate engine control;nice;;;
hotkeys/ID_TOGGLE_1_ENGINE_CONTROL;First engine controls;First engine controls;nice;;;
hotkeys/ID_TOGGLE_2_ENGINE_CONTROL;Second engine controls;Second engine controls;nice;;;
hotkeys/ID_TOGGLE_3_ENGINE_CONTROL;Third engine controls;Third engine controls;nice;;;
hotkeys/ID_TOGGLE_4_ENGINE_CONTROL;Fourth engine controls;Fourth engine controls;nice;;;
hotkeys/ID_TOGGLE_5_ENGINE_CONTROL;Fifth engine controls;Fifth engine controls;nice;;;
hotkeys/ID_TOGGLE_6_ENGINE_CONTROL;Sixth engine controls;Sixth engine controls;nice;;;
hotkeys/ID_ENABLE_ALL_ENGINE_CONTROL;Controls for all engines;Controls for all engines;nice;;;
controls/help/throttle_hud;"Throttle
Aircraft Speed
Altitude";"Throttle
Aircraft Speed
Altitude";nice;;;
controls/help/throttle_and_speed;Increasing the throttle will increase the aircraft's speed;Increasing the throttle will increase the aircraft's speed;nice;;;
controls/help/wep;WEP allows you to significantly increase the aircraft's speed for a short time;WEP allows you to significantly increase the aircraft's speed for a short time;nice;;;
controls/help/crosshairs;Your crosshair shows where your bullets will hit;Your crosshair shows where your bullets will hit;nice;;;
controls/help/target_leading;The crosshair's leading indicator shows where you need to shoot to hit your target;The crosshair's leading indicator shows where you need to shoot to hit your target;nice;;;
controls/help/ammo_count;Number of Bombs;Number of Bombs;nice;;;
controls/help/reload_timer;Reload Time;Reload Time;nice;;;
controls/help/bomb_crosshairs;Bomb sight. Bombs will drop in the middle of the crosshair;Bomb sight. Bombs will drop in the middle of the crosshair;nice;;;
controls/help/diving;Steep dive angles reduce the spread of the bombs;Steep dive angles reduce the spread of the bombs;nice;;;
controls/help/targets_counter;Enemy vehicles counter;Enemy vehicles counter;nice;;;
controls/help/throttle_0;Decrease the throttle;Decrease the throttle;nice;;;
controls/help/throttle_1;"Increase the throttle
Hold the throttle button to activate the WEP";"Increase the throttle
Hold the throttle button to activate the WEP";nice;;;
controls/help/throttle_help_wep;Hold the throttle button to activate the WEP;Hold the throttle button to activate the WEP;nice;;;
controls/help/throttle_help_engine;Increase the throttle;Increase the throttle;nice;;;
controls/help/ID_LOCK_TARGET_0;Lock on the enemy plane to see a leading marker for enemy aircraft;Lock on the enemy plane to see a leading marker for enemy aircraft;nice;;;
controls/help/ID_BOMBS_0;Drop bombs;Drop bombs;nice;;;
controls/help/ID_ZOOM_TOGGLE_0;Zoom in to get a better view of your target;Zoom in to get a better view of your target;nice;;;
controls/help/ID_FIRE_MGUNS_0;Open fire once your crosshair lines up with the leading marker;Open fire once your crosshair lines up with the leading marker;nice;;;
controls/help/ID_FIRE_GM_0;Open fire once your crosshair lines up with the leading marker;Open fire once your crosshair lines up with the leading marker;nice;;;
controls/help/simpleControls;Simple controls;Simple controls;nice;;;
controls/help/aircraft_simpleControls;Controls for aircraft;Controls for aircraft;nice;;;
controls/help/tank_simpleControls;Controls for tank;Controls for tank;nice;;;
controls/help/advancedControls;Advanced controls;Advanced controls;nice;;;
controls/help/air_advancedControls;Advanced controls for aircraft;Advanced controls for aircraft;nice;;;
controls/help/ground_advancedControls;Advanced controls for ground vehicles;Advanced controls for ground vehicles;nice;;;
controls/help/joystickAircraft;Controller (aircraft);Controller (aircraft);nice;;;
controls/help/joystickTank;Controller (tank);Controller (tank);nice;;;
controls/help/joystickShip;Controller (naval);Controller (naval);nice;;;
controls/help/keyboardAircraft;Keyboard (aircraft);Keyboard (aircraft);nice;;;
controls/help/keyboardTank;Keyboard (tank);Keyboard (tank);nice;;;
controls/help/dualshock4_title;DUALSHOCK®4 WIRELESS CONTROLLER CONFIGURATION;DUALSHOCK®4 WIRELESS CONTROLLER CONFIGURATION;nice;;;
controls/help/dualsense_title;WIRELESS CONTROLLER CONFIGURATION;WIRELESS CONTROLLER CONFIGURATION;nice;;;
controls/help/dualshock4;DUALSHOCK®4 WIRELESS CONTROLLER;DUALSHOCK®4 WIRELESS CONTROLLER;nice;;;
controls/help/dualsense;WIRELESS CONTROLLER;WIRELESS CONTROLLER;nice;;;
controls/help/xbox_title;XBOX360 CONTROLLER CONFIGURATION;XBOX360 CONTROLLER CONFIGURATION;nice;;;
controls/help/xinput;XBOX360 CONTROLLER;XBOX360 CONTROLLER;nice;;;
controls/help/xbox_one_title;Xbox One Controller Configuration;Xbox One Controller Configuration;nice;;;
controls/help/xboxone;Xbox One Controller;Xbox One Controller;nice;;;
controls/help/dualshock4_lightbar;Light Bar;Light Bar;nice;;;
controls/help/dualshock4_btn_share;SHARE;SHARE;same;;;
controls/help/press;Press;Press;same;;;
controls/help/camx;Camera control;Camera control;nice;;;
controls/help/mouse_aim_x;X-axis;X-axis;same;;;
controls/help/mouse_aim_y;Y-axis;Y-axis;same;;;
controls/help/tank_ammo_switch;Ammunition type switch;Ammunition type switch;nice;;;
controls/help/tank_throttle_hud;"Transmission
Engine rotation rate
Speed of ground vehicle";"Transmission
Engine rotation rate
Speed of ground vehicle";nice;;;
controls/help/tank_forward;Driving forward;Driving forward;nice;;;
controls/help/tank_backward;Braking, driving backward;Braking, driving backward;nice;;;
controls/help/tank_left;Turn to the left;Turn to the left;nice;;;
controls/help/tank_right;Turn to the right;Turn to the right;nice;;;
controls/help/tank_repair;Repair of ground vehicle;Repair of ground vehicle;nice;;;
controls/help/tank_switching_ammo;Switching ammunition types;Switching ammunition types;nice;;;
controls/help/tank_call_artillery_strike;Call artillery strike;Call artillery strike;nice;;;
controls/help/tank_fire_extinguisher;Use fire extinguishers to put out the fire;Use fire extinguishers to put out the fire;nice;;;
controls/help/tank_main_title;GROUND VEHICLES MAJOR COMPONENTS LAYOUT;GROUND VEHICLES MAJOR COMPONENTS LAYOUT;nice;;;
controls/help/tank_title;layout varies for different ground vehicles;layout varies for different ground vehicles;nice;;;
controls/help/tank_place_loader;Loader's station;Loader's station;nice;;;
controls/help/tank_place_shooter_radioman;Radio Operator/Gunner's station;Radio Operator/Gunner's station;nice;;;
controls/help/tank_place_mechanics;Driver's station;Driver's station;nice;;;
controls/help/tank_place_commander;Commander's station;Commander's station;nice;;;
controls/help/tank_place_gunner;Gunner's station;Gunner's station;nice;;;
controls/help/tank_stowage_area;Stowage area;Stowage area;nice;;;
controls/help/tank_diesel_engine;Engine;Engine;same;;;
controls/help/tank_transmission;Transmission;Transmission;same;;;
controls/help/tank_traversing;Running Gear;Running Gear;nice;;;
controls/help/tank_drive_turret;Gun aiming drive;Gun aiming drive;nice;;;
controls/help/tank_main_gun;Main Gun Barrel;Main Gun Barrel;nice;;;
controls/help/tank_sight;"The sight shows where the gun barrel is pointed.
The cross indicates where the shell will strike.";"The sight shows where the gun barrel is pointed.
The cross indicates where the shell will strike.";nice;;;
controls/help/tank_sniper_mode;Sniper mode;Sniper mode;nice;;;
controls/help/tank_zoom_in;zoom in;zoom in;nice;;;
controls/help/ID_TARGETING_HOLD_GM;Hold this button so that your ground vehicle's crosshair automatically zooms and follows the dedicated target.;Hold this button so that your ground vehicle's crosshair automatically zooms and follows the dedicated target.;nice;;;
controls/help/tank_yellow_cross;<color=@yellow>Yellow</color> — low penetration probability;<color=@yellow>Yellow</color> — low penetration probability;nice;;;
controls/help/tank_red_cross;<color=@red>Red</color> — no penetration;<color=@red>Red</color> — no penetration;nice;;;
controls/help/tank_cursor_control;Tank turret automatically rotates to follow the cursor;Tank turret automatically rotates to follow the cursor;nice;;;
controls/help/tank_mouse_look;Look around without moving the turret;Look around without moving the turret;nice;;;
controls/help/aircraft_mouse_look;Look around;Look around;nice;;;
controls/help/tank_team_voice_messages;Short voice messages for your team;Short voice messages for your team;nice;;;
controls/help/tank_green_cross;"The color of the cross shows how easy it would be to penetrate the armor.

<color=@goodTextColor>Green</color> — easy to penetrate.";"The color of the cross shows how easy it would be to penetrate the armor.

<color=@goodTextColor>Green</color> — easy to penetrate.";nice;;;
controls/help/tank_shooting_main_gun;Shooting from the main gun of the ground vehicle;Shooting from the main gun of the ground vehicle;nice;;;
controls/help/tank_crew_condition;Crew condition;Crew condition;nice;;;
controls/help/tank_modules_condition;Modules condition;Modules condition;nice;;;
controls/help/tank_machine_gun_ammo;Machine gun ammunition;Machine gun ammunition;nice;;;
controls/help/tank_hud_gear;Gear;Gear;same;;;
controls/help/tank_hud_rpm;Engine rotation rate;Engine rotation rate;nice;;;
controls/help/tank_hud_speed;Speed of ground vehicle;Speed of ground vehicle;nice;;;
controls/help/tank_xray;By activating the tank's X-ray vision, you will be able to see all critical modules;By activating the tank's X-ray vision, you will be able to see all critical modules;nice;;;
controls/help/ID_REPAIR_TANK_0;Ground vehicle repair;Ground vehicle repair;nice;;;
controls/help/ID_TARGET_CAMERA_0;Zoom Camera;Zoom Camera;nice;;;
controls/help/ID_ZOOM_HOLD_GM_0;Zoom Camera;Zoom Camera;nice;;;
controls/help/ID_TOGGLE_VIEW_GM_0;Sniper mode;Sniper mode;nice;;;
controls/help/ID_ACTION_BAR_ITEM_1_0;Select the first type of shells;Select the first type of shells;nice;;;
controls/help/ID_ACTION_BAR_ITEM_2_0;Select the second type of shells;Select the second type of shells;nice;;;
controls/help/ID_ACTION_BAR_ITEM_3_0;Select the third type of shells;Select the third type of shells;nice;;;
controls/help/ID_ACTION_BAR_ITEM_4_0;Select the fourth type of shells;Select the fourth type of shells;nice;;;
controls/help/ID_ACTION_BAR_ITEM_5_0;Artillery strike;Artillery strike;nice;;;
controls/help/ID_ACTION_BAR_ITEM_6_0;Fire extinguisher;Fire extinguisher;nice;;;
controls/help/ID_CAMERA_NEUTRAL_0;Press and hold to look around;Press and hold to look around;nice;;;
controls/help/ID_SHOW_VOICE_MESSAGE_LIST_0;Send a short message to your team;Send a short message to your team;nice;;;
controls/gm_throttle;Ground vehicle throttle;Ground vehicle throttle;nice;;;
hotkeys/gm_throttle;Ground vehicle throttle;Ground vehicle throttle;nice;;;
controls/gm_steering;Ground vehicle steering;Ground vehicle steering;nice;;;
hotkeys/gm_steering;Ground vehicle steering;Ground vehicle steering;nice;;;
hotkeys/gm_steering_rangeMin;Ground vehicle steering left;Ground vehicle steering left;nice;;;
hotkeys/gm_steering_rangeMax;Ground vehicle steering right;Ground vehicle steering right;nice;;;
hotkeys/gm_steering_rangeSet;Reset ground vehicle steering axis;Reset ground vehicle steering axis;nice;;;
controls/gm_brake_left;Ground vehicle left brake;Ground vehicle left brake;nice;;;
hotkeys/gm_brake_left;Enable ground vehicle left brake axis;Enable ground vehicle left brake axis;nice;;;
hotkeys/gm_brake_left_rangeMin;Minimum ground vehicle left brake axis;Minimum ground vehicle left brake axis;nice;;;
hotkeys/gm_brake_left_rangeMax;Maximum ground vehicle left brake axis;Maximum ground vehicle left brake axis;nice;;;
hotkeys/gm_brake_left_rangeDec;Decrease ground vehicle left brake axis;Decrease ground vehicle left brake axis;nice;;;
hotkeys/gm_brake_left_rangeInc;Increase ground vehicle left brake axis;Increase ground vehicle left brake axis;nice;;;
hotkeys/gm_brake_left_rangeSet;Reset ground vehicle left brake axis;Reset ground vehicle left brake axis;nice;;;
controls/gm_brake_right;Ground vehicle right brake;Ground vehicle right brake;nice;;;
hotkeys/gm_brake_right;Enable ground vehicle right brake axis;Enable ground vehicle right brake axis;nice;;;
hotkeys/gm_brake_right_rangeMin;Minimum ground vehicle right brake axis;Minimum ground vehicle right brake axis;nice;;;
hotkeys/gm_brake_right_rangeMax;Maximum ground vehicle right brake axis;Maximum ground vehicle right brake axis;nice;;;
hotkeys/gm_brake_right_rangeDec;Decrease ground vehicle right brake axis;Decrease ground vehicle right brake axis;nice;;;
hotkeys/gm_brake_right_rangeInc;Increase ground vehicle right brake axis;Increase ground vehicle right brake axis;nice;;;
hotkeys/gm_brake_right_rangeSet;Reset ground vehicle right brake axis;Reset ground vehicle right brake axis;nice;;;
controls/gm_clutch;Ground vehicle clutch;Ground vehicle clutch;nice;;;
hotkeys/gm_clutch;Ground vehicle clutch;Ground vehicle clutch;nice;;;
hotkeys/gm_clutch_rangeMin;Reduce transmission;Reduce transmission;nice;;;
hotkeys/gm_clutch_rangeMax;Increase transmission;Increase transmission;nice;;;
controls/gm_sight_distance;Sight distance control;Sight distance control;nice;;;
hotkeys/gm_sight_distance;Sight distance control;Sight distance control;nice;;;
hotkeys/gm_sight_distance_rangeMin;Sight distance: minimum;Sight distance: minimum;nice;;;
hotkeys/gm_sight_distance_rangeMax;Sight distance: maximum;Sight distance: maximum;nice;;;
hotkeys/gm_sight_distance_rangeSet;Sight distance: reset axis;Sight distance: reset axis;nice;;;
hotkeys/ID_FIRE_GM;Fire from the main caliber gun;Fire from the main calibre gun;nice;;;
hotkeys/ID_FIRE_GM_SECONDARY_GUN;Fire from secondary guns;Fire from secondary guns;nice;;;
hotkeys/ID_FIRE_GM_MACHINE_GUN;Fire from machine guns;Fire from machine guns;nice;;;
hotkeys/ID_FIRE_GM_SPECIAL_GUN;Fire from special guns;Fire from special guns;nice;;;
hotkeys/ID_TRANS_GEAR_UP;Ground vehicle transmission gear / cruise control: up;Ground vehicle transmission gear / cruise control: up;nice;;;
hotkeys/ID_TRANS_GEAR_DOWN;Ground vehicle transmission gear / cruise control: down;Ground vehicle transmission gear / cruise control: down;nice;;;
hotkeys/ID_TRANS_GEAR_NEUTRAL;Ground vehicle transmission gear: neutral;Ground vehicle transmission gear: neutral;nice;;;
hotkeys/ID_REPAIR_TRACKS;Repair of tracks;Repair of tracks;nice;;;
hotkeys/ID_REPAIR_TANK;Ground vehicle repair;Ground vehicle repair;nice;;;
hotkeys/ID_TARGETING_HOLD_GM;Target tracking (ground vehicle);Target tracking (ground vehicle);nice;;;
hotkeys/ID_LOCK_TARGET_GM;Target tracking (ground vehicle);Target tracking (ground vehicle);nice;;;
controls/gm_target_camera;Tracking/aiming axis;Tracking/aiming axis;nice;;;
hotkeys/gm_target_camera;Enable tracking/aiming axis;Enable tracking/aiming axis;nice;;;
hotkeys/ID_TARGETING_HOLD_SHIP;Target tracking (naval);Target tracking (naval);nice;;;
hotkeys/ID_SHORT_STOP;Short stop (ground vehicle);Short stop (ground vehicle);nice;;;
hotkeys/ID_SHOW_MOUSE_CURSOR;Show mouse cursor;Show mouse cursor;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_1;Select the first type of shells;Select the first type of shells;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_2;Select the second type of shells;Select the second type of shells;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_3;Select the third type of shells;Select the third type of shells;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_4;Select the fourth type of shells;Select the fourth type of shells;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_5;Artillery strike;Artillery strike;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_6;Fire extinguisher;Fire extinguisher;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_7;Air battles: aircraft #1;Air battles: aircraft #1;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_8;Air battles: aircraft #2;Air battles: aircraft #2;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_9;Air battles: aircraft #3;Air battles: aircraft #3;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_10;Towing cable;Towing cable;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_11;Action 11;Action 11;nice;;;
hotkeys/ID_ACTION_BAR_ITEM_12;Crew Replenishment;Crew Replenishment;nice;;;
hotkeys/ID_IGNITE_BOOSTERS;Ignite boosters;Ignite boosters;nice;;;
hotkeys/ID_SELECT_GM_GUN_RESET;Reset weapon selection;Reset weapon selection;nice;;;
hotkeys/ID_SELECT_GM_GUN_PRIMARY;Select primary weapon;Select primary weapon;nice;;;
hotkeys/ID_SELECT_GM_GUN_SECONDARY;Select secondary weapon;Select secondary weapon;nice;;;
hotkeys/ID_SELECT_GM_GUN_SPECIAL;Select special weapon or ATGM;Select special weapon or ATGM;nice;;;
hotkeys/ID_SELECT_GM_GUN_MACHINEGUN;Select machine gun;Select machine gun;nice;;;
hotkeys/ID_SMOKE_SCREEN;Smoke grenades;Smoke grenades;nice;;;
hotkeys/ID_SHIP_SMOKE_GRENADE;Smoke grenades;Smoke grenades;nice;;;
hotkeys/ID_SMOKE_SCREEN_GENERATOR;Smoke screening;Smoke screening;nice;;;
hotkeys/ID_SHIP_SMOKE_SCREEN_GENERATOR;Smoke screening;Smoke screening;nice;;;
hotkeys/ID_SUSPENSION_PITCH_UP;Incline backwards;Incline backwards;nice;;;
hotkeys/ID_SUSPENSION_PITCH_DOWN;Incline forward;Incline forward;nice;;;
hotkeys/ID_SUSPENSION_ROLL_UP;Incline right;Incline right;nice;;;
hotkeys/ID_SUSPENSION_ROLL_DOWN;Incline left;Incline left;nice;;;
hotkeys/ID_SUSPENSION_CLEARANCE_UP;Decrease clearance;Decrease clearance;nice;;;
hotkeys/ID_SUSPENSION_CLEARANCE_DOWN;Increase clearance;Increase clearance;nice;;;
hotkeys/ID_SUSPENSION_RESET;Centre suspension;Centre suspension;nice;;;
hotkeys/ID_SHOW_HERO_MODULES;X-ray (show vehicle modules);X-ray (show vehicle modules);nice;;;
hotkeys/ID_KILLSTREAK_WHEEL_MENU;Event selection menu;Event selection menu;nice;;;
hotkeys/ID_SHIP_KILLSTREAK_WHEEL_MENU;Event selection menu;Event selection menu;nice;;;
hotkeys/ID_CHANGE_ARTILLERY_TARGETING_MODE;Toggle artillery aiming modes;Toggle artillery aiming modes;nice;;;
hotkeys/ID_ARTILLERY_CANCEL;Cancel artillery aiming;Cancel artillery aiming;nice;;;
hotkeys/ID_COCKPIT_HEADER;Cockpit;Cockpit;same;;;
hotkeys/ID_TOGGLE_COCKPIT_DOOR;Open cockpit;Open cockpit;nice;;;
hotkeys/ID_TOGGLE_COCKPIT_LIGHTS;Cockpit lighting;Cockpit lighting;nice;;;
hotkeys/ID_CAMERA_DRIVER;Driver camera;Driver camera;nice;;;
hotkeys/ID_CAMERA_BINOCULARS;Binoculars;Binoculars;same;;;
hotkeys/ID_ZOOM_HOLD_GM;Zoom Camera;Zoom Camera;nice;;;
hotkeys/ID_TOGGLE_AA_COMPLEX_MENU;Radar control screen;Radar control screen;nice;;;
hotkeys/ID_TOGGLE_AIR_RADAR_GUI_CONTROL_MODE;Change air radar control mode;Change air radar control mode;nice;;;
hotkeys/ID_TOGGLE_AIR_RADAR_GUI_CONTROL_MODE_HELICOPTER;Change air radar control mode;Change air radar control mode;nice;;;
hotkeys/ID_RADAR_NEXT_IFF_FILTER_MODE;Next IFF radar filter;Next IFF radar filter;nice;;;
hotkeys/ID_RADAR_NEXT_IFF_FILTER_MODE_HELICOPTER;Next IFF radar filter;Next IFF radar filter;nice;;;
hotkeys/ID_RADAR_NEXT_IFF_FILTER_MODE_TANK;Next IFF radar filter;Next IFF radar filter;nice;;;
hotkeys/ID_TOGGLE_AIR_RADAR_GUI_NAVIGATION;Activation of visual radar control;Activation of visual radar control;nice;;;
hotkeys/ID_TOGGLE_AIR_RADAR_GUI_NAVIGATION_HELICOPTER;Activation of visual radar control;Activation of visual radar control;nice;;;
hotkeys/ID_TANK_POWERTRAIN_HEADER;Mobility;Mobility;same;;;
hotkeys/ID_ENABLE_GM_DIRECTION_DRIVING;Driver assistance mode;Driver assistance mode;nice;;;
hotkeys/ID_ENABLE_GM_HULL_AIMING;Hull aiming mode;Hull aiming mode;nice;;;
hotkeys/ID_TOGGLE_TRANSMISSION_MODE_GM;Transmission mode;Transmission mode;nice;;;
hotkeys/ID_RANGEFINDER;Rangefinder;Rangefinder;same;;;
hotkeys/ID_TOGGLE_GUNNERS;Toggle gunners;Toggle gunners;nice;;;
hotkeys/ID_SCOUT;Active scouting;Active scouting;nice;;;
hotkeys/ID_SCOUT_UAV;Active scouting from UAV;Active scouting from UAV;nice;;;
hotkeys/ID_SHORT_BRAKE;Short brake;Short brake;nice;;;
controls/holdThrottleForFlankSpeed;Hold ahead for Flank speed;Hold ahead for Flank speed;nice;;;
hotkeys/msg/holdThrottleForFlankSpeed;Hold ahead for Flank speed?;Hold ahead for Flank speed?;nice;;;
controls/ship_main_engine;Main engine;Main engine;nice;;;
hotkeys/ship_main_engine;Main engine;Main engine;nice;;;
hotkeys/ship_main_engine_rangeSet;Stop main engine;Stop main engine;nice;;;
hotkeys/ship_main_engine_rangeMin;Reverse main engine;Reverse main engine;nice;;;
hotkeys/ship_main_engine_rangeMax;Ahead main engine;Ahead main engine;nice;;;
hotkeys/ship_main_engine_rangeDec;Reverse main engine;Reverse main engine;nice;;;
hotkeys/ship_main_engine_rangeInc;Ahead main engine;Ahead main engine;nice;;;
controls/ship_port_engine;Port side engine;Port side engine;nice;;;
hotkeys/ship_port_engine;Port side engine;Port side engine;nice;;;
hotkeys/ship_port_engine_rangeSet;Stop port engine;Stop port engine;nice;;;
hotkeys/ship_port_engine_rangeMin;Reverse port engine;Reverse port engine;nice;;;
hotkeys/ship_port_engine_rangeMax;Ahead port engine;Ahead port engine;nice;;;
hotkeys/ship_port_engine_rangeDec;Reverse port engine;Reverse port engine;nice;;;
hotkeys/ship_port_engine_rangeInc;Ahead port engine;Ahead port engine;nice;;;
controls/ship_star_engine;Starboard engine;Starboard engine;nice;;;
hotkeys/ship_star_engine;Starboard engine;Starboard engine;nice;;;
hotkeys/ship_star_engine_rangeSet;Stop starboard engine;Stop starboard engine;nice;;;
hotkeys/ship_star_engine_rangeMin;Reverse starboard engine;Reverse starboard engine;nice;;;
hotkeys/ship_star_engine_rangeMax;Ahead starboard engine;Ahead starboard engine;nice;;;
hotkeys/ship_star_engine_rangeDec;Reverse starboard engine;Reverse starboard engine;nice;;;
hotkeys/ship_star_engine_rangeInc;Ahead starboard engine;Ahead starboard engine;nice;;;
controls/ship_steering;Naval vessel steering;Naval vessel steering;nice;;;
hotkeys/ship_steering;Naval vessel steering;Naval vessel steering;nice;;;
hotkeys/ship_steering_rangeSet;Rudder amidships;Rudder amidships;nice;;;
hotkeys/ship_steering_rangeMin;Left rudder;Left rudder;nice;;;
hotkeys/ship_steering_rangeMax;Right rudder;Right rudder;nice;;;
hotkeys/ship_steering_rangeDec;Left rudder;Left rudder;nice;;;
hotkeys/ship_steering_rangeInc;Right rudder;Right rudder;nice;;;
PROP_CONTROL_IS_NOW_AUTO;MANUAL Propeller Pitch control is unavailable as AUTO mode is enabled;MANUAL Propeller Pitch control is unavailable as AUTO mode is enabled;nice;;;
RADIATOR_CONTROL_IS_NOW_AUTO;MANUAL Radiator control is unavailable as AUTO mode is enabled;MANUAL Radiator control is unavailable as AUTO mode is enabled;nice;;;
OIL_RADIATOR_CONTROL_IS_NOW_AUTO;MANUAL Oil Radiator control is unavailable as AUTO mode is enabled;MANUAL Oil Radiator control is unavailable as AUTO mode is enabled;nice;;;
AUTO_RADIATOR;Auto Radiator;Auto Radiator;nice;;;
AUTO_RADIATOR_ON;Auto Radiator: Enabled;Auto Radiator: Enabled;nice;;;
AUTO_RADIATOR_OFF;Auto Radiator: Disabled;Auto Radiator: Disabled;nice;;;
AUTO_OIL_RADIATOR;Auto Oil Radiator;Auto Oil Radiator;nice;;;
AUTO_OIL_RADIATOR_ON;Auto Oil Radiator: Enabled;Auto Oil Radiator: Enabled;nice;;;
AUTO_OIL_RADIATOR_OFF;Auto Oil Radiator: Disabled;Auto Oil Radiator: Disabled;nice;;;
HUD_DANGEROUS_OVERLOAD;EXTREME OVERLOAD;EXTREME OVERLOAD;nice;;;
TXT_HIGH_ENGINE_RPM;HIGH MAX ENGINE RPM;HIGH MAX ENGINE RPM;nice;;;
TXT_LOW_MAIN_ROTOR_RPM;LOW MAIN ROTOR RPM, REDUCE COL;LOW MAIN ROTOR RPM, REDUCE COL;nice;;;
TXT_FLY_BY_WIRE_MODE;Stability augmentation system mode:;Stability augmentation system mode:;nice;;;
FLY_BY_WIRE_MODE_0;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1;damping;damping;same;;;
FLY_BY_WIRE_MODE_2;automatic leveling;automatic leveling;nice;;;
FLY_BY_WIRE_MODE_3;hovering;hovering;same;;;
FLY_BY_WIRE_MODE_0_sa_313b;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_sa_313b;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_sa_313b_france;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_sa_313b_france;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_uh_1b;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_uh_1b;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_uh_1b_japan;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_uh_1b_japan;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_uh_1c;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_uh_1c;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_uh_1d;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_uh_1d;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_uh_1c_xm_30;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_uh_1c_xm_30;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_hkp2;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_hkp2;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_hkp3c;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_hkp3c;co-pilot: hovering;co-pilot: hovering;nice;;;
FLY_BY_WIRE_MODE_0_ab_205a_1;manual control;manual control;nice;;;
FLY_BY_WIRE_MODE_1_ab_205a_1;co-pilot: hovering;co-pilot: hovering;nice;;;
controls/no_guns_and_cannons_helicopter;NO ABILITY TO FIRE;NO ABILITY TO FIRE;nice;;;
TXT_GEAR_IS_SNAPPED_OFF;Gear damaged;Gear damaged;nice;;;
TXT_FLAPS_ARE_SNAPPED_OFF;Flaps inoperative;Flaps inoperative;nice;;;
hints/flaps_assymetry;Asymmetric flap extension;Asymmetric flap extension;nice;;;
hints/bomb_manual;Manual bomb control;Manual bomb control;nice;;;
hints/missile_manual;Manual missile control;Manual missile control;nice;;;
TXT_AIRBRAKE_BLOCKS_FLAPS;Flaps are unavailable while the airbrake is extended;Flaps are unavailable while the airbrake is extended;nice;;;
controls/flapsBlockAirbrake;Airbrake is unavailable while the flaps are extended;Airbrake is unavailable while the flaps are extended;nice;;;
TXT_PAYLOAD_BLOCKS_FLAPS;Payload blocks the flaps;Payload blocks the flaps;nice;;;
TXT_PAYLOAD_BLOCKS_GEAR;Payload blocks the gear;Payload blocks the gear;nice;;;
TXT_PAYLOAD_BLOCKS_CHUTE;Payload blocks the chute;Payload blocks the chute;nice;;;
HUD/TXT_PAYLOAD_BLOCKS_VTOL;Payload blocks the thrust vector;Payload blocks the thrust vector;nice;;;
controls/payloadBlocksAirbrake;Payload blocks the airbrake;Payload blocks the airbrake;nice;;;
