Column1;Column2;Column3;Column4;Column5;Column6;Column7
orderUseResult/result/ok;Order was successfully activated.;Order was successfully activated.;same;;;
orderUseResult/result/bad_mode;Unknown server error. (2);Unknown server error. (2);same;;;
orderUseResult/result/bad_player;You're a naughty player.;You cannot activate order now.;nice;;;
orderUseResult/result/no_item;No such item.;No such item.;same;;;
orderUseResult/result/order_running;Order is already active.;Order is already active.;same;;;
orderUseResult/result/cooldown;Wait for some time before activating new order.;Wait for some time before activating new order.;same;;;
orderUseResult/result/bad_item_config;Unknown server error. (1);Unknown server error. (1);same;;;
orderUseResult/result/max_uses;Order use limit has been exceeded for this mission.;Order use limit has been exceeded for this mission.;same;;;
orderUseResult/result/already_used;Order of such type has been already used in this battle.;Order of such type has been already used in this battle.;same;;;
orderUseResult/result/mode_specific_error;Order of such type cannot be used at the moment.;Order of such type cannot be used at the moment.;same;;;
orderUseResult/result/unknown;Unknown error.;Unknown error.;same;;;
orderUseResult/result/restricted_mission;This order cannot be activated in this battle.;This order cannot be activated in this battle.;same;;;
10k_shortSymbol;.;.;same;;;
100m_shortSymbol;.;.;same;;;
item/order_trophy;Random order;Random order;same;;;
item/discount_trophy_usa;Random discount on US vehicles;Random discount on US vehicles;same;;;
item/discount_trophy_germany;Random discount on German vehicles;Random discount on German vehicles;same;;;
item/discount_trophy_ussr;Random discount on Soviet vehicles;Random discount on Soviet vehicles;same;;;
item/discount_trophy_britain;Random discount on British vehicles;Random discount on British vehicles;same;;;
item/discount_trophy_japan;Random discount on Japanese vehicles;Random discount on Japanese vehicles;same;;;
item/discount_trophy_china;Random discount on Chinese vehicles;Random discount on Chinese vehicles;same;;;
item/discount_trophy_italy;Random discount on Italian vehicles;Random discount on Italian vehicles;same;;;
item/discount_trophy_france;Random discount on French vehicles;Random discount on French vehicles;same;;;
item/discount_trophy_sweden;Random discount on Swedish vehicles;Random discount on Swedish vehicles;same;;;
order/usableOnlyInBattle;It can only be activated in battle.;It can only be activated in battle.;same;;;
order/notUsableInCurrentBattle;You cannot use orders in this battle.;You cannot use orders in this battle.;same;;;
order/onlyOneOrderCanBeActive;Only one order can be active.;Only one order can be active.;same;;;
items/order/onlyIssuerTeam/true;Affects only players of a friendly team.;Affects only players of a friendly team.;same;;;
items/order/onlyIssuerTeam/false;Affects players of both teams.;Affects players of both teams.;same;;;
items/order/timeTotal;Duration;Duration;same;;;
items/order/delayFromStart;Can be activated in;Can be activated in;same;;;
items/order/disabledDifficulties;Unavailable in;Unavailable in;same;;;
items/order/awardOnCancel/true;The item will be utilized if the battle ends before the order expiration.;The item will be utilized if the battle ends before the order expiration.;same;;;
items/order/awardOnCancel/false;The item will be returned if the battle ends before the order expiration.;The item will be returned if the battle ends before the order expiration.;same;;;
items/order/awardMode/awardModeRaw/header;Award:;Award:;same;;;
items/order/awardMode/awardModeMulProgress/header;Award:;Award:;same;;;
items/order/awardMode/awardModeMulProgress/footer;This award will be multiplied by the number of {awardUnit}.;This award will be multiplied by the number of {awardUnit}.;same;;;
items/order/awardMode/awardModeMulAward/header;The award depends on amount of resources earned during the order and, depending on the mode, will be multiplied by:;The award depends on amount of resources earned during the order and, depending on the mode, will be multiplied by:;same;;;
items/order/awardMode/awardModeUnknown/header;Unknown award mode.;Unknown award mode.;same;;;
items/order/orderAwardUnit/groundVehicles;destroyed ground units;destroyed ground units;same;;;
item/order_score;Be The Best!;Be The Best!;same;;;
items/order/type/score/description;Achieve maximum possible score in given amount of time;Achieve maximum possible score in given amount of time;same;;;
item/order_universalKiller;Jack of all trades;Jack of all trades;same;;;
items/order/type/universalKiller/description;"Be first who destroyed three enemy vehicles of different classes: fighter, bomber, strike aircraft, light/medium tank, heavy tank, SPG, SPAA.
Only player vehicles are counted.";"Be first who destroyed three enemy vehicles of different classes: fighter, bomber, strike aircraft, light/medium tank, heavy tank, SPG, SPAA.
Only player vehicles are counted.";same;;;
item/order_streak;Domination;Domination;same;;;
items/order/type/streak/description;"Be first to destroy several enemies without losing your vehicle.
Only player vehicles are counted.";"Be first to destroy several enemies without losing your vehicle.
Only player vehicles are counted.";same;;;
items/order/type/streak/param/num;Number of enemies destroyed: ;Number of enemies destroyed: ;same;;;
item/order_rocketMan;Fire Arrows;Fire Arrows;same;;;
items/order/type/rocketMan/description;Be first who destroyed an enemy aircraft with rockets.;Be first who destroyed an enemy aircraft with rockets.;same;;;
item/order_randomHunt;Blind Hunt;Blind Hunt;same;;;
items/order/type/randomHunt/description;Destroy marked units in given amount of time. The award is given for each destroyed vehicle independently.;Destroy marked units in given amount of time. The award is given for each destroyed vehicle independently.;same;;;
items/order/type/randomHunt/statusDescription/enemy;Destroy the marked unit in given amount of time.;Destroy the marked unit in given amount of time.;same;;;
items/order/type/randomHunt/statusDescription/ally;Defend the marked unit till the end of given amount of time.;Defend the marked unit till the end of given amount of time.;same;;;
items/order/type/randomHunt/statusDescription/self;You are the target! Save the current vehicle till the end of given amount of time.;You are the target! Save the current vehicle till the end of given amount of time.;same;;;
items/order/type/randomHunt/param/huntTime;Time for each target: ;Time for each target: ;same;;;
items/order/type/randomHunt/param/numTargets;Maximum targets: ;Maximum targets: ;same;;;
item/order_revengeHunt;Avenger;Avenger;same;;;
items/order/type/revengeHunt/description;Destroy marked units in given amount of time. The player which has destroyed a target becomes the next target itself. The award is given for each destroyed vehicle independently.;Destroy marked units in given amount of time. The player which has destroyed a target becomes the next target itself. The award is given for each destroyed vehicle independently.;same;;;
items/order/type/revengeHunt/statusDescription/enemy;Destroy the marked unit in given amount of time.;Destroy the marked unit in given amount of time.;same;;;
items/order/type/revengeHunt/statusDescription/ally;Defend the marked unit till the end of given amount of time.;Defend the marked unit till the end of given amount of time.;same;;;
items/order/type/revengeHunt/statusDescription/self;You are the target! Save the current vehicle till the end of given amount of time.;You are the target! Save the current vehicle till the end of given amount of time.;same;;;
items/order/type/revengeHunt/param/huntTime;Time for each target: ;Time for each target: ;same;;;
items/order/type/revengeHunt/param/numTargets;Maximum targets: ;Maximum targets: ;same;;;
item/order_eventMul_kill;AAA;AAA;same;;;
item/order_eventMul_ground;Antimech;Antimech;same;;;
items/order/type/eventMul/description;Destroy enemy vehicles.;Destroy enemy vehicles.;same;;;
items/order/type/eventMul/statusDescription;Destroy enemy vehicles.;Destroy enemy vehicles.;same;;;
items/order/type/eventMul/param/event;;;same;;;
items/order/type/eventMul/param/event/value/GAMEPLAY_EVENT_KILL;;;same;;;
items/order/type/eventMul/param/target;Target type: ;Target type: ;same;;;
items/order/type/eventMul/param/target/value/ground;Ground;Ground;same;;;
items/order/type/eventMul/param/target/value/aircraft;Air;Air;same;;;
items/order/type/unknown/description;No order type description.;No order type description.;same;;;
userlog/sell_blueprint;You have sold the blueprint {itemName} ({price});You have sold the blueprint {itemName} ({price});same;;;
userlog/sell_blueprint/multiple;You have sold the blueprints {itemName} x{amount} ({price});You have sold the blueprints {itemName} x{amount} ({price});same;;;
userlog/ItemBlueprintAssemble;You have assembled the vehicle(s) according to the blueprint(s);You have assembled the vehicle(s) according to the blueprint(s);same;;;
userlog/ItemBlueprintAssembleDesc;Assembled vehicle:;Assembled vehicle:;same;;;
userlog/battle_tasks_new_proposal;Daily Battle Task List Updated.;Daily Battle Task List Updated.;same;;;
userlog/battle_tasks_new_proposal/special;Special Battle Task List Updated.;Special Battle Task List Updated.;same;;;
userlog/battle_tasks_accept;Task <color=@userlogColoredText>{taskName}</color> has been activated.;Task <color=@userlogColoredText>{taskName}</color> has been activated.;same;;;
userlog/battle_tasks_cancel;Task <color=@userlogColoredText>{taskName}</color> has been canceled.;Task <color=@userlogColoredText>{taskName}</color> has been canceled.;same;;;
userlog/battle_tasks_expired;Time for the task <color=@userlogColoredText>{taskName}</color> has expired.;Time for the task <color=@userlogColoredText>{taskName}</color> has expired.;same;;;
userlog/battle_tasks_reroll;Task was changed to <color=@userlogColoredText>{taskName}</color>.;Task was changed to <color=@userlogColoredText>{taskName}</color>.;same;;;
userlog/battle_tasks_multi_accept;Tasks have been activated.;Tasks have been activated.;same;;;
userlog/battletask/type/daily;Daily;Daily;same;;;
userlog/battletask/type/longterm;Long term;Long term;same;;;
userlog/used_vehicled;Achieved with vehicle;Achieved with vehicle;same;;;
userlog/rent_unit;<color=@userlogColoredText>{unitName}</color> test drive has begun.;<color=@userlogColoredText>{unitName}</color> test drive has begun.;same;;;
userlog/rent_unit_extended;<color=@userlogColoredText>{unitName}</color> test drive has been extended.;<color=@userlogColoredText>{unitName}</color> test drive has been extended.;same;;;
userlog/rent_unit_expired;<color=@userlogColoredText>{unitName}</color> test drive has expired.;<color=@userlogColoredText>{unitName}</color> test drive has expired.;same;;;
userlog/per_month_award;;Congratulations! You have received an exclusive trophy for PlayStation®Plus subscribers;nice;;;
userlog/per_month_award_XBOXPlus;;Congratulations! You have received an exclusive trophy for Xbox Live Gold subscribers;nice;;;
mainmenu/rent/rent_unit;Vehicle test drive start;Vehicle test drive start;same;;;
mainmenu/rent/rent_unit_extended;Vehicle test drive extended;Vehicle test drive extended;same;;;
mainmenu/rent/rent_unit_expired;Vehicle test drive expiration;Vehicle test drive expiration;same;;;
mainmenu/rent/rentTimeSec;Test drive period: {time};Test drive period: {time};same;;;
mainmenu/rent/rentTillTimeT;Test drive expiration date: {time};Test drive expiration date: {time};same;;;
ItemBlueprintAssembleUnitInfo;Received:;Received:;same;;;
ItemBlueprintTrophyForUnitInfo;You have earned a trophy instead of already owned unit;You have earned a trophy instead of already owned unit ;nice;;;
msgbox/battleTasks/clarifyCancel;"Your progress will be cleared.
Are you sure you want to cancel this task?";"Your progress will be cleared.
Are you sure you want to cancel this task?";same;;;
mainmenu/battleTasks/noTasks;No active Daily Battle Tasks.;No active Daily Battle Tasks.;same;;;
mainmenu/battleTasks/noBattleTasks;No active Battle Tasks.;No active Battle Tasks.;same;;;
mainmenu/battleTasks/noSpecialTasks;No active Special Tasks. Complete Special Tasks and earn medals to get the opportunity to purchase premium vehicles for warbonds. Special Tasks can be purchased in the Warbond Shop.;No active Special Tasks. Complete Special Tasks and earn medals to get the opportunity to purchase premium vehicles for warbonds. Special Tasks can be purchased in the Warbond Shop.;same;;;
mainmenu/battleTasks/noPersonalUnlocks;No active Diaries;No active Diaries;same;;;
mainmenu/battleTasks/activeTasks;Daily Battle Tasks;Daily Battle Tasks;same;;;
mainmenu/battleTasks/proposedTasks;Proposed Tasks;Proposed Tasks;same;;;
mainmenu/battleTasks/controllers;Daily Battle Tasks;Daily Battle Tasks;same;;;
mainmenu/battleTasks/refreshTime;Task Refresh;Task Refresh;same;;;
mainmenu/battleTasks/progressBarTooltip;{tasksNum} of {nextLevelTasksNum} Daily Battle Tasks required to achieve the next level have been completed.;{tasksNum} of {nextLevelTasksNum} Daily Battle Tasks required to achieve the next level have been completed.;same;;;
mainmenu/battleTasks/special/medals;Special task medals;Special task medals;same;;;
mainmenu/battleTasks/special/medals/tooltip;"Earned medals: {medals}.
Complete special tasks and earn medals.
You will receive a medal for every {tasksNum} {tasksNum=completed task/completed tasks}.
Medals open the access to new goods.";"Earned medals: {medals}.
Complete special tasks and earn medals.
You will receive a medal for every {tasksNum} {tasksNum=completed task/completed tasks}.
Medals open the access to new goods.";same;;;
mainmenu/battleTasks/special/awardTitle;Special task award;Special task award;same;;;
items/order/status/starter;Activated by;Activated by;same;;;
items/order/status/target;Target;Target;same;;;
items/order/status/cooldown;Next order can be activated in;Next order can be activated in;same;;;
items/order/status/finished;Order complete;Order complete;same;;;
items/order/type/unknown/statusDescription;No order description.;No order description.;same;;;
items/order/scoreTable/playersHeader;Players;Players;same;;;
items/order/scoreTable/scoreHeader/default;Score;Score;same;;;
items/order/scoreTable/scoreHeader/universalKiller;Destroyed;Destroyed;same;;;
items/order/hudMessage/activate;{playerName} has activated {orderName}!;{playerName} has activated {orderName}!;same;;;
items/order/hudMessage/finished;{orderName} has been finished.;{orderName} has been finished.;same;;;
items/order/noOrdersAvailable;"No orders available.
You can obtain order in battle trophies.";"No orders available.
You can obtain order in battle trophies.";same;;;
items/order/status/timeToSwitchTarget;Target will change in;Target will change in;same;;;
items/order/activateOrderWarning/hasActiveOrder;To activate order wait until current order finishes.;To activate order wait until current order finishes.;same;;;
items/order/activateOrderWarning/cooldown;Order can be activated in: {cooldownTimeleftText};Order can be activated in: {cooldownTimeleftText};same;;;
slotInfoPanel/unitInfo;Vehicle Info;Vehicle Info;same;;;
slotInfoPanel/crewInfo;Crew Info;Crew Info;same;;;
slotInfoPanel/unitInfo/tooltip;Press to display information on selected vehicle.;Press to display information on selected vehicle.;same;;;
slotInfoPanel/crewInfo/tooltip;Press to display information on selected crew.;Press to display information on selected crew.;same;;;
slotInfoPanel/crewButton;Crew Training;Crew Training;same;;;
slotInfoPanel/crewButton/tooltip;Improve skills of your crew.;Improve skills of your crew.;same;;;
vehicle/for_crew/available;Available;Available;same;;;
vehicle/for_crew/engaged;Engaged;Engaged;same;;;
promo/showAllPromoBlocks;;Show All Promo Blocks;nice;;;
respawn/timeToKick;Time left to join: {timeToKick};Time left to join: {timeToKick};same;;;
respawn/timeToKickAlert;Join the battle;Join the battle;same;;;
respawn/leftRespawns;Respawns: {num};Respawns: {num};same;;;
respawn/costRespawn;Respawn: {cost} SP;Respawn: {cost} SP;same;;;
respawn/leftTeamUnit;Vehicles: {num};Vehicles: {num};same;;;
respawn/noUnitLeft;You ran out of {unitName}.;You ran out of {unitName}.;same;;;
respawn/randomUnitsGroup/description;Random vehicle: {groupName};Random vehicle: {groupName};same;;;
respawn/randomUnitsGroup/name;Random vehicle;Random vehicle;same;;;
respawn/randomUnitsGroup/content;Contains one vehicle from the list:;Contains one vehicle from the list:;same;;;
respawn/randomUnitWarning;This vehicle is given to you for the current mission and you can use it equally with your own.;This vehicle is given to you for the current mission and you can use it equally with your own.;same;;;
respawn/randomUnitHint;– random vehicle issued for the current mission.;– random vehicle issued for the current mission.;same;;;
respawn/randomUnitsList;Selected randomly from the list:;Selected randomly from the list:;same;;;
inBattle/timeToKick;;"WARNING!
If you remain inactive,
you will be returned to the main menu in {timeToKick}";nice;;;
inBattle/timeToKickAlert;;"WARNING!
If you remain inactive,
you will be returned to the main menu.";nice;;;
items/limitDescription/limitGlobal;Item quantity is limited. Items left: {itemsLeft};Item quantity is limited. Items left: {itemsLeft};same;;;
items/limitDescription/limitPersonalTotal;You can purchase this item a limited number of times: {itemsPurchased}/{itemsTotal};You can purchase this item a limited number of times: {itemsPurchased}/{itemsTotal};same;;;
items/limitDescription/limitPersonalAtTime;You already have this item.;You already have this item.;same;;;
items/limitDescription/maxedOut/limitGlobal;Items sold out.;Items sold out.;same;;;
items/limitDescription/maxedOut/limitPersonalTotal;You can purchase this item a limited number of times.;You can purchase this item a limited number of times.;same;;;
items/limitDescription/maxedOut/limitPersonalAtTime;You already have this item.;You already have this item.;same;;;
mainmenu/battleTasks/history;History;History;same;;;
mainmenu/battleTasks/noHistory;You have no recently completed tasks.;You have no recently completed tasks.;same;;;
mainmenu/battleTasks/receiveReward;Get Reward;Get Reward;same;;;
mainmenu/battleTasks/showAllTasks;Show All Tasks;Show All Tasks;same;;;
mainmenu/battleTasks/reroll;Change task;Change task;same;;;
msgbox/battleTasks/reroll;"Are you sure you want to change <color=@activeTextColor>{taskName}</color>
for <color=@activeTextColor>{cost}</color>?";"Are you sure you want to change <color=@activeTextColor>{taskName}</color>
for <color=@activeTextColor>{cost}</color>?";same;;;
mainmenu/battleTasks/timeWasted;Time is over. Tasks will be updated after a battle or reentering the game.;Time is over. Tasks will be updated after a battle or reentering the game.;same;;;
mainmenu/battleTasks/OtherTasksCount;All battle tasks;All battle tasks;same;;;
mainmenu/battleTasks/selectNewTask;Select Special Task;Select Special Task;same;;;
items/limitDescription/globalLimitText;Tickets left: {ticketsLeft};Tickets left: {ticketsLeft};same;;;
armor_class/glass4_5;Glass (0.4 KE|0.22 CE) 4.5 mm;Bulletproof glass 4.5 mm;trim;;;
armor_class/glass8;Glass (0.4 KE|0.22 CE) 8 mm;Bulletproof glass 8 mm;trim;;;
armor_class/glass12;Glass (0.4 KE|0.22 CE) 12 mm;Bulletproof glass 12 mm;trim;;;
armor_class/glass22;Glass (0.4 KE|0.22 CE) 22 mm;Bulletproof glass 22 mm;trim;;;
armor_class/glass25;Glass (0.4 KE|0.22 CE) 25 mm;Bulletproof glass 25 mm;trim;;;
armor_class/glass30;Glass (0.4 KE|0.22 CE) 30 mm;Bulletproof glass 30 mm;trim;;;
armor_class/glass32;Glass (0.4 KE|0.22 CE) 32 mm;Bulletproof glass 32 mm;trim;;;
armor_class/glass38;Glass (0.4 KE|0.22 CE) 38 mm;Bulletproof glass 38 mm;trim;;;
armor_class/glass38_1;Glass (0.4 KE|0.22 CE) 38.1 mm;Bulletproof glass 38.1 mm;trim;;;
armor_class/glass40;Glass (0.4 KE|0.22 CE) 40 mm;Bulletproof glass 40 mm;trim;;;
armor_class/glass42_8;Glass (0.4 KE|0.22 CE) 42.8 mm;Bulletproof glass 42.8 mm;trim;;;
armor_class/glass44;Glass (0.4 KE|0.22 CE) 44 mm;Bulletproof glass 44 mm;trim;;;
armor_class/glass44_45;Glass (0.4 KE|0.22 CE) 44.45 mm;Bulletproof glass 44.45 mm;trim;;;
armor_class/glass45;Glass (0.4 KE|0.22 CE) 45 mm;Bulletproof glass 45 mm;trim;;;
armor_class/glass50;Glass (0.4 KE|0.22 CE) 50 mm;Bulletproof glass 50 mm;trim;;;
armor_class/glass55;Glass (0.4 KE|0.22 CE) 55 mm;Bulletproof glass 55 mm;trim;;;
armor_class/glass57;Glass (0.4 KE|0.22 CE) 57 mm;Bulletproof glass 57 mm;trim;;;
armor_class/glass58;Glass (0.4 KE|0.22 CE) 58 mm;Bulletproof glass 58 mm;trim;;;
armor_class/glass60;Glass (0.4 KE|0.22 CE) 60 mm;Bulletproof glass 60 mm;trim;;;
armor_class/glass62_5;Glass (0.4 KE|0.22 CE) 62.5 mm;Bulletproof glass 62.5 mm;trim;;;
armor_class/glass63_5;Glass (0.4 KE|0.22 CE) 63.5 mm;Bulletproof glass 63.5 mm;trim;;;
armor_class/glass64;Glass (0.4 KE|0.22 CE) 64 mm;Bulletproof glass 64 mm;trim;;;
armor_class/glass66;Glass (0.4 KE|0.22 CE) 66 mm;Bulletproof glass 66 mm;trim;;;
armor_class/glass65;Glass (0.4 KE|0.22 CE) 65 mm;Bulletproof glass 65 mm;trim;;;
armor_class/glass68;Glass (0.4 KE|0.22 CE) 68 mm;Bulletproof glass 68 mm;trim;;;
armor_class/glass70;Glass (0.4 KE|0.22 CE) 70 mm;Bulletproof glass 70 mm;trim;;;
armor_class/glass75;Glass (0.4 KE|0.22 CE) 75 mm;Bulletproof glass 75 mm;trim;;;
armor_class/glass90;Glass (0.4 KE|0.22 CE) 90 mm;Bulletproof glass 90 mm;trim;;;
armor_class/glass105;Glass (0.4 KE|0.22 CE) 105 mm;Bulletproof glass 105 mm;trim;;;
armor_class/glass106;Glass (0.4 KE|0.22 CE) 106 mm;Bulletproof glass 106 mm;trim;;;
armor_class/glass102;Glass (0.4 KE|0.22 CE) 102 mm;Bulletproof glass 102 mm;trim;;;
armor_class/glass155;Glass (0.4 KE|0.22 CE) 155 mm;Bulletproof glass 155 mm;trim;;;
armor_class/new_armor_glass22;New glass 22 mm;Bulletproof glass 22 mm;nice;;;
armor_class/new_armor_glass42;New glass 42 mm;Bulletproof glass 42 mm;nice;;;
armor_class/new_armor_glass44;New glass 44 mm;Bulletproof glass 44 mm;nice;;;
armor_class/plexiglas40;Plexiglass 40 mm;Plexiglas 40 mm;trim;;;
armor_class/dural;Dural 1 mm;Dural 1 mm;same;;;
armor_class/dural5;Dural 5 mm;Dural 5 mm;same;;;
armor_class/dural6_35;Dural 6.35 mm;Dural 6.35 mm;same;;;
armor_class/dural9_5;Dural 9.5 mm;Dural 9.5 mm;same;;;
armor_class/dural15_8;Dural 15.8 mm;Dural 15.8 mm;same;;;
armor_class/armor_fireplate;Firewall;Firewall;same;;;
armor_class/steel;Steel 1 mm;Steel 1 mm;same;;;
armor_class/armor2;Steel 2 mm;Steel 2 mm;same;;;
armor_class/armor2_54;Steel 2.54 mm;Steel 2.54 mm;same;;;
armor_class/armor3;Steel 3 mm;Steel 3 mm;same;;;
armor_class/armor3_5;Steel 3.5 mm;Steel 3.5 mm;same;;;
armor_class/armor4;Steel 4 mm;Steel 4 mm;same;;;
armor_class/armor4_5;Steel 4.5 mm;Steel 4.5 mm;same;;;
armor_class/armor4_7;Steel 4.7 mm;Steel 4.7 mm;same;;;
armor_class/armor5;Steel 5 mm;Steel 5 mm;same;;;
armor_class/armor5_5;Steel 5.5 mm;Steel 5.5 mm;same;;;
armor_class/armor6;Steel 6 mm;Steel 6 mm;same;;;
armor_class/armor6_35;Steel 6.35 mm;Steel 6.35 mm;same;;;
armor_class/armor6_5;Steel 6.5 mm;Steel 6.5 mm;same;;;
armor_class/armor7;Steel 7 mm;Steel 7 mm;same;;;
armor_class/armor7_94;Steel 7.94 mm;Steel 7.94 mm;same;;;
armor_class/armor7_9;Steel 7.9 mm;Steel 7.9 mm;same;;;
armor_class/armor8;Steel 8 mm;Steel 8 mm;same;;;
armor_class/armor8_5;Steel 8.5 mm;Steel 8.5 mm;same;;;
armor_class/armor9;Steel 9 mm;Steel 9 mm;same;;;
armor_class/armor9_5;Steel 9.5 mm;Steel 9.5 mm;same;;;
armor_class/armor10;Steel 10 mm;Steel 10 mm;same;;;
armor_class/armor10_5;Steel 10.5 mm;Steel 10.5 mm;same;;;
armor_class/armor11;Steel 11 mm;Steel 11 mm;same;;;
armor_class/armor11_11;Steel 11.11 mm;Steel 11.11 mm;same;;;
armor_class/armor12;Steel 12 mm;Steel 12 mm;same;;;
armor_class/armor12_5;Steel 12.5 mm;Steel 12.5 mm;same;;;
armor_class/armor12_7;Steel 12.7 mm;Steel 12.7 mm;same;;;
armor_class/armor13;Steel 13 mm;Steel 13 mm;same;;;
armor_class/armor13_5;Steel 13.5 mm;Steel 13.5 mm;same;;;
armor_class/armor14;Steel 14 mm;Steel 14 mm;same;;;
armor_class/armor15;Steel 15 mm;Steel 15 mm;same;;;
armor_class/armor15_8;Steel 15.8 mm;Steel 15.8 mm;same;;;
armor_class/armor15_87;Steel 15.87 mm;Steel 15.87 mm;same;;;
armor_class/armor16;Steel 16 mm;Steel 16 mm;same;;;
armor_class/armor16_5;Steel 16.5 mm;Steel 16.5 mm;same;;;
armor_class/armor16_9;Steel 16.9 mm;Steel 16.9 mm;same;;;
armor_class/armor18;Steel 18 mm;Steel 18 mm;same;;;
armor_class/armor19_05;Steel 19.05 mm;Steel 19.05 mm;same;;;
armor_class/armor20;Steel 20 mm;Steel 20 mm;same;;;
armor_class/armor21;Steel 21 mm;Steel 21 mm;same;;;
armor_class/armor22_23;Steel 22.23 mm;Steel 22.23 mm;same;;;
armor_class/armor25;Steel 25 mm;Steel 25 mm;same;;;
armor_class/armor25_4;Steel 25.4 mm;Steel 25.4 mm;same;;;
armor_class/armor25_5;Steel 25.5 mm;Steel 25.5 mm;same;;;
armor_class/armor27;Steel 27 mm;Steel 27 mm;same;;;
armor_class/armor30;Steel 30 mm;Steel 30 mm;same;;;
armor_class/armor32;Steel 32 mm;Steel 32 mm;same;;;
armor_class/armor38;Steel 38 mm;Steel 38 mm;same;;;
armor_class/armor40;Steel 40 mm;Steel 40 mm;same;;;
armor_class/armor45;Steel 45 mm;Steel 45 mm;same;;;
armor_class/armor50;Steel 50 mm;Steel 50 mm;same;;;
armor_class/armor55;Steel 55 mm;Steel 55 mm;same;;;
armor_class/armor60;Steel 60 mm;Steel 60 mm;same;;;
armor_class/armor64;Steel 64 mm;Steel 64 mm;same;;;
armor_class/armor65;Steel 65 mm;Steel 65 mm;same;;;
armor_class/armor66;Steel 66 mm;Steel 66 mm;same;;;
armor_class/armor70;Steel 70 mm;Steel 70 mm;same;;;
armor_class/armor75;Steel 75 mm;Steel 75 mm;same;;;
armor_class/armor80;Steel 80 mm;Steel 80 mm;same;;;
armor_class/armor99;Steel 99 mm;Steel 99 mm;same;;;
armor_class/armor250;Steel 250 mm;Steel 250 mm;same;;;
armor_class/alum_alloy6_35;Dural 24ST3 6.35 mm;Aluminium Alloy 6.35 mm;nice;;;
armor_class/alum_alloy8;Dural 24ST3 8 mm;Aluminium Alloy 8 mm;nice;;;
armor_class/alum_alloy10;Dural 24ST3 10 mm;Aluminium Alloy 10 mm;nice;;;
armor_class/alum_alloy16;Dural 24ST3 15.875 mm;Aluminium Alloy 15.875 mm;nice;;;
armor_class/alum_alloy18;Dural 24ST3 18 mm;Aluminium Alloy 18 mm;nice;;;
armor_class/alum_alloy20;Dural 24ST3 20 mm;Aluminium Alloy 20 mm;nice;;;
armor_class/alum_alloy36;Dural 24ST3 36 mm;Aluminium Alloy 36 mm;nice;;;
armor_class/boron_carbide8;Kevlar-boron carbide 8 mm;Composite - kevlar boron carbide;nice;;;
armor_class/boron_carbide20;Kevlar-boron carbide 20 mm;Composite - kevlar boron carbide;nice;;;
armor_class/aramid18;Aramid composite 18 mm;Ballistic protection (Aramid);nice;;;
armor_class/amar_air20;AMAP-AIR 20 mm;Composite - AMAP-AIR;nice;;;
armor_class/composite16;Alum-ceramic 16 mm;Composite - alum ceramic;nice;;;
armor_class/composite26;Alum-ceramic 26 mm;Composite - alum ceramic;nice;;;
armor_class/ceramic16;Ceramic 16 mm;Ceramic;trim;;;
armor_class/titan10;Titanium alloy 10 mm;Titanium Alloy 10 mm;nice;;;
armor_class/titan11;Titanium alloy 11 mm;Titanium Alloy 11 mm;nice;;;
armor_class/titan17;Titanium alloy 17 mm;Titanium Alloy 17 mm;nice;;;
armor_class/titan24;Titanium alloy 24 mm;Titanium Alloy 24 mm;nice;;;
armor_class/titan38;Titanium alloy 38 mm;Titanium Alloy;trim;;;
armor_class/kevlar5;Kevlar 5 mm;Kevlar;trim;;;
armor_class/graphite8;Graphite 8 mm;Graphite;trim;;;
armor_class/graphite_sandwitch12;Graphite composite 12 mm;Graphite sandwich;trim;;;
armor_class/kevlar_sandwitch10;Kevlar composite 10 mm;Kevlar sandwich;trim;;;
armor_class/kevlar_graphite_sandwitch10;Kevlar/graphite composite 10 mm;Kevlar/Graphite sandwich;trim;;;
armor_class/fibreglass5;Fiberglass (0.2) 5 mm;Fibreglass;trim;;;
armor_class/tt;Torpedo tube;Torpedo tube;same;;;
armor_meterial/material;Material;Material;same;;;
armor_meterial/thickness_rha;Equivalent armor thickness (RHA);Equivalent armor thickness (RHA);same;;;
armor_meterial/steel;Steel;Steel;same;;;
armor_meterial/kevlar;Kevlar;Kevlar;same;;;
armor_meterial/ceramic;Ceramic;Ceramic;same;;;
actionBarItem/jump;Jump;Jump;same;;;
actionBarItem/sprint;Move mode: Run/walk;Move mode: Run/walk;same;;;
actionBarItem/toggle_view;Sniper mode;Sniper mode;same;;;
actionBarItem/artillery_target;Artillery strike;Artillery strike;same;;;
actionBarItem/engine_smoke_screen_system;ESS;ESS;same;;;
actionBarItem/extinguisher;Fire extinguisher;Fire extinguisher;same;;;
actionBarItem/repair_breaches;Unwatering;Unwatering;same;;;
actionBarItem/special_unit_bomber;Bomber flyout;Bomber flyout;same;;;
actionBarItem/special_unit_bomber_nuclear;Bomber with nuke flyout;Bomber with nuclear weapon flyout;nice;;;
actionBarItem/special_unit_attacker;Attacker flyout;Attacker flyout;same;;;
actionBarItem/special_unit_fighter;Fighter flyout;Fighter flyout;same;;;
actionBarItem/special_unit_helicopter_atgm;Helicopter with missiles flyout;Helicopter with missiles flyout;same;;;
actionBarItem/special_unit_helicopter_rocket;Helicopter with rockets flyout;Helicopter with rockets flyout;same;;;
