Column1;Column2;Column3;Column4;Column5;Column6;Column7
midway/desc;;;same;;;
fuego_islands/name;Fuego islands;Fuego islands;nice;;;
fuego_islands/desc;;;same;;;
africa_gulf/name;African Gulf;African Gulf;nice;;;
africa_gulf/desc;;;same;;;
north_sea/name;North sea;North sea;nice;;;
north_sea/desc;;;same;;;
fulda/name;Fulda;Fulda;same;;;
fulda/desc;;;same;;;
japan/name;Japan;Japan;same;;;
japan/desc;;;same;;;
phang_nga/name;Andaman sea;Andaman sea;nice;;;
phang_nga/desc;;;same;;;
middle_east/name;Middle East;Middle East;nice;;;
middle_east/desc;;;same;;;
ireland_bay/name;Ireland Bay;Ireland Bay;nice;;;
ireland_bay/desc;;;same;;;
arabian_north_coast/name;Arabian sea;Arabian sea;nice;;;
arabian_north_coast/desc;;;same;;;
ice_port/name;North port;North port;nice;;;
ice_port/desc;;;same;;;
mediterranean_port/name;Mediterranean port;Mediterranean port;nice;;;
mediterranean_port/desc;;;same;;;
italy_village/name;Italy;Italy;same;;;
italy_village/desc;;;same;;;
lazzaro_italy/name;Italy;Italy;same;;;
lazzaro_italy/desc;;;same;;;
lazzaro_italy_new_city/name;Campania;Campania;same;;;
lazzaro_italy_new_city/desc;;;same;;;
air_vietnam/name;Vietnam;Vietnam;same;;;
air_vietnam/desc;;;same;;;
vietnam/name;Vietnam;Vietnam;same;;;
vietnam/desc;;;same;;;
alaska_town/name;Alaska;Alaska;same;;;
alaska_town/desc;;;same;;;
american_valley/name;American Desert;American Desert;nice;;;
american_valley/desc;;;same;;;
blacksea_port/name;Black Sea Port;Black Sea Port;nice;;;
blacksea_port/desc;;;same;;;
alps_fjord/name;Green mountains gulf;Green mountains gulf;nice;;;
alps_fjord/desc;;;same;;;
container_port/name;Cargo port;Cargo port;nice;;;
container_port/desc;;;same;;;
japan_port/name;Japanese port;Japanese port;nice;;;
japan_port/desc;;;same;;;
peleliu/name;Palau islands;Palau islands;nice;;;
peleliu/desc;;;same;;;
finland_islands/name;South Kvarken;South Kvarken;nice;;;
finland_islands/desc;;;same;;;
denmark/name;Denmark;Denmark;same;;;
denmark/desc;;;same;;;
bering_sea/name;Bering Sea;Bering Sea;nice;;;
bering_sea/desc;;;same;;;
missions/mozdok_avg_AfD;The Road for the Brave;The Road for the Brave;nice;;;
missions/mozdok_avg_AfD/desc;"In this event pilots should capture the road (that is being controlled by tankers) by ""taxi-ing"" down the road with the landing gear down. Tankers should prevent aircraft from capturing the road during the whole mission.";"In this event pilots should capture the road (that is being controlled by tankers) by ""taxi-ing"" down the road with the landing gear down. Tankers should prevent aircraft from capturing the road during the whole mission.";nice;;;
missions/ruhr_angel_britain_BfD_norespawn;"Operation ""Chastise""";"Operation ""Chastise""";nice;;;
missions/ruhr_angel_britain_BfD_norespawn/desc;"On the 16th and 17th of May, 1943, the RAF bomber groups provided massive attacks over the industrial areas of the Ruhr. Take part in operation ""Chastise"", which can significantly weaken the enemy.";"On the 16th and 17th of May, 1943, the RAF bomber groups provided massive attacks over the industrial areas of the Ruhr. Take part in operation ""Chastise"", which can significantly weaken the enemy.";nice;;;
missions/khalkhin_gol_bombers_BfD_norespawn;[Event] Tamsak-Bulak;[Event] Tamsak-Bulak;nice;;;
missions/khalkhin_gol_bombers_BfD_norespawn/desc;On June 27, 1939, more than one hundred Japanese bombers delivered a sudden strike on the Mongolian base at Tamsak-Bulak. Soviet fighters take off to meet them in the air.;On June 27, 1939, more than one hundred Japanese bombers delivered a sudden strike on the Mongolian base at Tamsak-Bulak. Soviet fighters take off to meet them in the air.;nice;;;
missions/port_moresby_bombers_BfD_norespawn;[Event] Attack on Port Moresby;[Event] Attack on Port Moresby;nice;;;
missions/port_moresby_bombers_BfD_norespawn/desc;In March 1942, Japanese forces launched an operation near the cities of Salamaua and Lae in New Guinea. One of the steps in this operation was the attack on the airfields belonging to the Allies.;In March 1942, Japanese forces launched an operation near the cities of Salamaua and Lae in New Guinea. One of the steps in this operation was the attack on the airfields belonging to the Allies.;nice;;;
missions/khalkhin_gol_sb2_BfD_norespawn;[Event] Khalkhin Gol;[Event] Khalkhin Gol;nice;;;
missions/khalkhin_gol_sb2_BfD_norespawn/desc;At the beginning of summer, Soviet bombers tried to destroy several Japanese airfields, which would have allowed Soviet aviation to achieve air superiority. However, the Japanese, whose fighters were superior and pilots more experienced at the time, disrupted the plan.;At the beginning of summer, Soviet bombers tried to destroy several Japanese airfields, which would have allowed Soviet aviation to achieve air superiority. However, the Japanese, whose fighters were superior and pilots more experienced at the time, disrupted the plan.;nice;;;
missions/sicily_bombers_BfD_norespawn;[Event] Sicily;[Event] Sicily;nice;;;
missions/sicily_bombers_BfD_norespawn/desc;After the Allied forces had landed in Sicily, the German command tried to conduct a massive bombing attack on the airfield where a great number of enemy aircraft had gathered.;After the Allied forces had landed in Sicily, the German command tried to conduct a massive bombing attack on the airfield where a great number of enemy aircraft had gathered.;nice;;;
missions/assault_spawn;Strike aircraft;Strike aircraft;nice;;;
missions/interceptor_spawn;Interceptors;Interceptors;same;;;
missions/aaa_fighter_spawn;Air Defence Fighters;Air Defence Fighters;nice;;;
missions/main_bomber_spawn;Bombers;Bombers;same;;;
missions/far_bomber_spawn;Long Range Bombers;Long Range Bombers;nice;;;
missions/dover_reinforcement_BfD_norespawn;[Operation] Boulogne-sur-Mer;[Operation] Boulogne-sur-Mer;nice;;;
missions/kursk_GSA;[Ground Strike] Fiery Arc;[Ground Strike] Fiery Arc;nice;;;
missions/kursk_GSA/desc;"One of the conflicting parties is preparing a deeply echeloned defense behind their lines.

Defenders' objectives:
- Cover the ground forces from air attacks

Attackers' objectives:
- Destroy the enemy bases and ground vehicles";"One of the conflicting parties is preparing a deeply echeloned defense behind their lines.

Defenders' objectives:
- Cover the ground forces from air attacks

Attackers' objectives:
- Destroy the enemy bases and ground vehicles";nice;;;
missions/kursk_GSB;[Ground Strike] Fiery Arc;[Ground Strike] Fiery Arc;nice;;;
missions/kursk_GSB/desc;"One of the conflicting parties is preparing a deeply echeloned defense behind their lines.

Defenders' objectives:
- Cover the ground forces from air attacks

Attackers' objectives:
- Destroy the enemy bases and ground vehicles";"One of the conflicting parties is preparing a deeply echeloned defense behind their lines.

Defenders' objectives:
- Cover the ground forces from air attacks

Attackers' objectives:
- Destroy the enemy bases and ground vehicles";nice;;;
missions/africa_desert_BfD_norespawn;Battle of El Alamein;Battle of El Alamein;nice;;;
missions/africa_desert_BfD_norespawn/desc;In October of 1942, the El Alamein operation started, which is considered a decisive battle in the North African Theatre. During the battle, the British army defeated the North African Italo-German formation of Field-Marshal Rommel.;In October of 1942, the El Alamein operation started, which is considered a decisive battle in the North African Theatre. During the battle, the British army defeated the North African Italo-German formation of Field-Marshal Rommel.;nice;;;
missions/rheinland_BfD_norespawn;[Operation] Battle for the Rhine;[Operation] Battle for the Rhine;nice;;;
missions/tunisia_desert_BfD_norespawn;[Operation] Battle of Tunisia;[Operation] Battle of Tunisia;nice;;;
missions/moscow_germany_bombers_BfD_norespawn;[Event] Moscow Factory;[Event] Moscow Factory;nice;;;
missions/moscow_germany_bombers_BfD_norespawn/desc;Winter 1941. The German army is rushing towards Moscow. Raids of German bombers on Moscow and the nearby factories are happening all the time.;Winter 1941. The German army is rushing towards Moscow. Raids of German bombers on Moscow and the nearby factories are happening all the time.;nice;;;
missions/poland_BfD_norespawn;[Operation] Poland;[Operation] Poland;nice;;;
missions/normandy_BfD_norespawn;[Operation] Normandy;[Operation] Normandy;nice;;;
missions/ctf_poland_Dom;[Banner] Poland;[Banner] Poland;nice;;;
missions/ctf_poland_Dom/desc;"In [Banner] mode, players have to capture the flag and assault enemy positions while holding it.

- Grab the Banner!
- Assault the enemy position while holding it.

The flag can be intercepted by destroying the standard bearer.
You can burn up to 1/3 enemy points at a time.
Only the standard bearer can capture the enemy zone.
The zone captured by the enemy can be recaptured.";"In [Banner] mode, players have to capture the flag and assault enemy positions while holding it.

- Grab the Banner!
- Assault the enemy position while holding it.

The flag can be intercepted by destroying the standard bearer.
You can burn up to 1/3 enemy points at a time.
Only the standard bearer can capture the enemy zone.
The zone captured by the enemy can be recaptured.";nice;;;
missions/rheinland_ctf;[Capture the Flag] Advance to the Rhine;[Capture the Flag] Advance to the Rhine;nice;;;
missions/rheinland_ctf/desc;"In [Capture the Flag] mode, players have to capture the enemy's Flag and bring it to their Flag.
If you destroy a player who carries the enemy flag, the Flag falls to the ground. If the flag is picked up by a teammate, they will continue to carry it. If the Flag is picked up by a player of the team whose Flag was stolen, the Flag returns to its original position.";"In [Capture the Flag] mode, players have to capture the enemy's Flag and bring it to their Flag.
If you destroy a player who carries the enemy flag, the Flag falls to the ground. If the flag is picked up by a teammate, they will continue to carry it. If the Flag is picked up by a player of the team whose Flag was stolen, the Flag returns to its original position.";nice;;;
berlin_dblDom;[Total Domination] Berlin;[Total Domination] Berlin;nice;;;
berlin_dblDom/desc;In [Total Domination] mode, two teams fight for domination at two strategic points. None of the teams can afford to lose a battle at any of them. They need a complete victory!;In [Total Domination] mode, two teams fight for domination at two strategic points. None of the teams can afford to lose a battle at any of them. They need a complete victory!;nice;;;
rheinland_dblDom;[Total Domination] Advance to the Rhine;[Total Domination] Advance to the Rhine;nice;;;
rheinland_dblDom/desc;In [Total Domination] mode, two teams fight for domination at two strategic points. None of the teams can afford to lose a battle at any of them. They need a complete victory!;In [Total Domination] mode, two teams fight for domination at two strategic points. None of the teams can afford to lose a battle at any of them. They need a complete victory!;nice;;;
abandoned_factory_dblDom;[Total Domination] Abandoned factory;[Total Domination] Abandoned factory;nice;;;
abandoned_factory_dblDom/desc;In [Total Domination] mode, two teams fight for domination at two strategic points. None of the teams can afford to lose a battle at any of them. They need a complete victory!;In [Total Domination] mode, two teams fight for domination at two strategic points. None of the teams can afford to lose a battle at any of them. They need a complete victory!;nice;;;
missions/_ctf;[Capture the Flag];[Capture the Flag];nice;;;
missions/_ctf/desc;"In [Capture the Flag] mode, players have to capture the enemy's Flag at the enemy point and bring it to the allied point. The location of both points is marked on the minimap.

If you destroy a player who carries the enemy Flag - the Flag falls to the ground. If the Flag is picked up by a teammate - they continue to carry it. If the Flag is picked up by a player of the team whose Flag was stolen - the Flag returns to its original position. If a player of any team delivers the Flag to their allied point - both Flags return to their initial places.";"In [Capture the Flag] mode, players have to capture the enemy's Flag at the enemy point and bring it to the allied point. The location of both points is marked on the minimap.

If you destroy a player who carries the enemy Flag - the Flag falls to the ground. If the Flag is picked up by a teammate - they continue to carry it. If the Flag is picked up by a player of the team whose Flag was stolen - the Flag returns to its original position. If a player of any team delivers the Flag to their allied point - both Flags return to their initial places.";nice;;;
missions/fiji_Conq;[Conquest] Fiji;[Conquest] Fiji;nice;;;
missions/fiji_Conq/desc;"In [Conquest] mode two teams fight for control over one strategic point.

Fleet objectives:
- Capture and hold the point ╸";"In [Conquest] mode two teams fight for control over one strategic point.

Fleet objectives:
- Capture and hold the point ╸";nice;;;
missions/_NTdm;[┚ Encounter];[┚ Encounter];nice;;;
missions/_NTdm/desc;"In [┚ Encounter] teams must destroy the enemy fleet with a cover located in the rear.

Fleet objectives:
- Destroy the enemy fleet with a cover.";"In [┚ Encounter] teams must destroy the enemy fleet with a cover located in the rear.

Fleet objectives:
- Destroy the enemy fleet with a cover.";nice;;;
missions/_NDom;[┚ Domination];[┚ Domination];nice;;;
missions/_NDom1;[┚ Domination #1];[┚ Domination #1];nice;;;
missions/_NDom2;[┚ Domination #2];[┚ Domination #2];nice;;;
missions/_NDom/desc;"In [┚ Domination] mode teams fight for control over three strategic points in the location.

Fleet objectives:
- Capture and keep the advantage by points captured ╸,╹,╺";"In [┚ Domination] mode teams fight for control over three strategic points in the location.

Fleet objectives:
- Capture and keep the advantage by points captured ╸,╹,╺";nice;;;
missions/_NBttl;[┚ Battle];[┚ Battle];nice;;;
missions/_NBttl/desc;"In [┚ Battle] mode, teams will initially have one strategic point that is not available for capture by the enemy team. In order to activate an enemy’s strategic point for capture, you must control both of the regular capture points (╸ and ╹).
Capturing an enemy strategic point will result in an instant victory.

Fleet objectives:
- Capture point ╸ and ╹ to activate the enemy strategic point
- Capture all active points on the map for an instant victory";"In [┚ Battle] mode, teams will initially have one strategic point that is not available for capture by the enemy team. In order to activate an enemy’s strategic point for capture, you must control both of the regular capture points (╸ and ╹).
Capturing an enemy strategic point will result in an instant victory.

Fleet objectives:
- Capture point ╸ and ╹ to activate the enemy strategic point
- Capture all active points on the map for an instant victory";nice;;;
missions/_simple_NBttl/desc;"

In [┚ Battle] mode each of the teams starts with one strategic point captured. If one of the teams manages to re-capture another team's point, it wins instantly.

Fleet objectives:
- Capture the enemy point <color=@teamRedColor>╶</color>
- Prevent the capture of the allied point <color=@teamBlueColor>╶</color>";"

In [┚ Battle] mode each of the teams starts with one strategic point captured. If one of the teams manages to re-capture another team's point, it wins instantly.

Fleet objectives:
- Capture the enemy point <color=@teamRedColor>╶</color>
- Prevent the capture of the allied point <color=@teamBlueColor>╶</color>";nice;;;
missions/_NConq;[┚ Conquest];[┚ Conquest];nice;;;
missions/_NConq/desc;"

In [┚ Conquest] mode, teams fight for control over one strategic point.

Fleet objectives:
- Capture and hold the point ╸";"

In [┚ Conquest] mode, teams fight for control over one strategic point.

Fleet objectives:
- Capture and hold the point ╸";nice;;;
missions/_simple_NConq/desc;"

In [┚ Conquest] mode, teams fight for control over one strategic point.

Fleet objectives:
- Capture and hold the point ╸";"

In [┚ Conquest] mode, teams fight for control over one strategic point.

Fleet objectives:
- Capture and hold the point ╸";nice;;;
missions/sicily_hasky_BfD_norespawn;[Operation] Husky;[Operation] Husky;nice;;;
missions/arcade_phiphi_crater_rocks_wingball_AD;Wingball;Wingball;same;;;
missions/arcade_phiphi_crater_rocks_wingball_AD/desc;In Wingball, players need to pick up the ball in the center of the map and fly with it through one of the two enemy waypoints. The 'goal' at the distant waypoint will bring in 2 times more points!;In Wingball, players need to pick up the ball in the center of the map and fly with it through one of the two enemy waypoints. The 'goal' at the distant waypoint will bring in 2 times more points!;nice;;;
missions/hurtgen_BfD_norespawn;[Operation] Hürtgen;[Operation] Hürtgen;nice;;;
missions/hurtgen_BfD_norespawn/desc;A series of huge battles in the Hürtgen Forest to the east of the German-Belgian border.;A series of huge battles in the Hürtgen Forest to the east of the German-Belgian border.;nice;;;
missions/hurtgen_2_BfD_norespawn;[Air Battle] Hürtgen. Second Battle;[Air Battle] Hürtgen. Second Battle;nice;;;
missions/training_ground_race;Tank Biathlon;Tank Biathlon;nice;;;
missions/training_ground_race/desc;Make your way to the finish line with the aid of both your driving and shooting skills!;Make your way to the finish line with the aid of both your driving and shooting skills!;nice;;;
missions/black_sea_race;Naval Biathlon;Naval Biathlon;nice;;;
missions/black_sea_race/desc;Make your way to the finish line with the aid of both your steering and shooting skills!;Make your way to the finish line with the aid of both your steering and shooting skills!;nice;;;
missions/_BfD_norespawn;[Operation];[Operation];same;;;
missions/_BfD_norespawn/desc;"

In [Operation] mode teams should complete various tasks in order to win.

Mission objectives:
- Destroy indicated ground targets
- Destroy the enemy bases
- Destroy the enemy airfield";"

In [Operation] mode teams should complete various tasks in order to win.

Mission objectives:
- Destroy indicated ground targets
- Destroy the enemy bases
- Destroy the enemy airfield";nice;;;
missions/_frontline_BfD_norespawn;[Front Line];[Front Line];nice;;;
missions/_frontline_BfD_norespawn/desc;"

In [Front Line] mode teams should complete various tasks at the front line in order to win.

Mission objectives:
- Destroy indicated ground targets
- Destroy the enemy bases
- Destroy the enemy airfield";"

In [Front Line] mode teams should complete various tasks at the front line in order to win.

Mission objectives:
- Destroy indicated ground targets
- Destroy the enemy bases
- Destroy the enemy airfield";nice;;;
missions/_frontline_GS;[Front Line];[Front Line];nice;;;
missions/_frontline_GS/desc;In [Front Line] mode, teams should destroy indicated targets and fulfil other tasks in order to win. Every destroyed unit affects the result!;In [Front Line] mode, teams should destroy indicated targets and fulfil other tasks in order to win. Every destroyed unit affects the result!;nice;;;
missions/el_amain_BfD_norespawn;[Operation] El Alamein;[Operation] El Alamein;nice;;;
missions/malta_alt_chapter1_BfD_norespawn;[Operation] Landing to Malta;[Operation] Landing to Malta;nice;;;
missions/malta_alt_chapter2_BfD_norespawn;[Operation] Battle at Malta;[Operation] Battle at Malta;nice;;;
missions/zhengzhou_46_BfD_norespawn;[Operation] China Civil War 1946;[Operation] China Civil War 1946;nice;;;
missions/zhengzhou_46_BfD_norespawn/desc;In 1946, Communist forces launched several major offensives against the troops of Nationalist China. U.S. President Truman signed an order for large-scale military support to the Kuomintang, while the USSR began providing assistance to Mao Zedong's government.;In 1946, Communist forces launched several major offensives against the troops of Nationalist China. U.S. President Truman signed an order for large-scale military support to the Kuomintang, while the USSR began providing assistance to Mao Zedong's government.;nice;;;
sector_montmedy/name;Maginot Line;Maginot Line;nice;;;
sector_montmedy/desc;;;same;;;
missions/_ny_ctf;Chasing Christmas;Chasing Christmas;nice;;;
missions/_ny_ctf/desc;Try to capture the enemy Christmas tree whilst keeping yours safe or at least be the first to bring the other team’s tree home!;Try to capture the enemy Christmas tree whilst keeping yours safe or at least be the first to bring the other team’s tree home!;nice;;;
missions/_ny_gift_ctf;Festive Delivery;Festive Delivery;nice;;;
missions/_ny_gift_ctf/desc;Two teams of Christmas elves are helping Santa gather presents. The team that collects the most presents wins.;Two teams of Christmas elves are helping Santa gather presents. The team that collects the most presents wins.;nice;;;
missions/_naval_ny_gift_ctf;┚ Festive Delivery;┚ Festive Delivery;nice;;;
missions/_naval_ny_gift_ctf/desc;Two teams of Christmas elves are helping Santa gather presents again. The team that collects 3 presents and takes them to their own Christmas tree wins.;Two teams of Christmas elves are helping Santa gather presents again. The team that collects 3 presents and takes them to their own Christmas tree wins.;nice;;;
missions/tank_football_Tdm;Tank Football;Tank Football;nice;;;
missions/tank_football_Tdm_squads;Tank Football (squads);Tank Football (squads);nice;;;
missions/tank_football_Tdm/desc;"In Tank Football, players need to put the ball into the opponent's goal.
The winner is the team that has scored more points at the end of the game.";"In Tank Football, players need to put the ball into the opponent's goal.
The winner is the team that has scored more points at the end of the game.";nice;;;
missions/respawn_outfield;Outfield player;Outfield player;nice;;;
missions/respawn_keeper;Goalkeeper;Goalkeeper;same;;;
missions/respawn_ingame;At the touch-line;At the touch-line;nice;;;
missions/naval_newbie;(boats);(boats);same;;;
missions/air_newbie;(light vehicles);(light vehicles);nice;;;
missions/small;(small);(small);same;;;
missions/winter;(winter);(winter);same;;;
missions/1946;(1946);(1946);same;;;
missions/sector_montmedy_44_BfD_norespawn;[Air Battle] France 1944;[Air Battle] France 1944;nice;;;
missions/moscow_2_BfD_norespawn;[Air Battle] Moscow 1941;[Air Battle] Moscow 1941;nice;;;
missions/ladoga_43_BfD_norespawn;[Air Battle] Operation Iskra;[Air Battle] Operation Iskra;nice;;;
missions/_HS;[⋡ Ground Strike];[⋡ Ground Strike];nice;;;
missions/_HS/desc;"Mission objectives:

- Destroy enemy ground forces";"Mission objectives:

- Destroy enemy ground forces";nice;;;
africa_canyon/name;African Canyon;African Canyon;nice;;;
africa_canyon/desc;;;same;;;
africa_seashore/name;Desert Coast;Desert Coast;nice;;;
africa_seashore/desc;;;same;;;
norway_fjords/name;Fjords;Fjords;same;;;
norway_fjords/desc;;;same;;;
missions/_HfD;[⋡ Domination];[⋡ Domination];nice;;;
missions/_HfD/desc;"In ""Domination,"" the main objective is to capture and hold the ground zone. When one team captures the zone, the opposing team loses a portion of its points. A team loses the match when it runs out of points allocated at the start of the game.

Mission objectives:
- Capture and maintain supremacy over the helipads ╸, ╹, ╺";"In ""Domination,"" the main objective is to capture and hold the ground zone. When one team captures the zone, the opposing team loses a portion of its points. A team loses the match when it runs out of points allocated at the start of the game.

Mission objectives:
- Capture and maintain supremacy over the helipads ╸, ╹, ╺";nice;;;
mediterranean/name;Greece;Greece;same;;;
meditetanean/desc;;;same;;;
rice_terraces/name; Rice Terraces; Rice Terraces;nice;;;
rice_terraces/desc;;;same;;;
zhang_park/name;Grave Robbers' Cliffs;Grave Robbers' Cliffs;nice;;;
zhang_park/desc;;;same;;;
missions/_NCnv;[┚ Convoy];[┚ Convoy];nice;;;
missions/_NCnvA;[┚ Convoy #1];[┚ Convoy #1];nice;;;
missions/_NCnvA/defensive;[┚ Convoy #1];[┚ Convoy #1];nice;;;
missions/_NCnvA/offensive;[┚ Convoy Interception #1];[┚ Convoy Interception #1];nice;;;
missions/_NCnvB;[┚ Convoy #2];[┚ Convoy #2];nice;;;
missions/_NCnvB/defensive;[┚ Convoy #2];[┚ Convoy #2];nice;;;
missions/_NCnvB/offensive;[┚ Convoy Interception #2];[┚ Convoy Interception #2];nice;;;
missions/_NCnv/desc;"

In [┚ Convoy] mode one of the teams covers the naval convoy from attacks from the second team.

Defenders' objectives:
- Defend the ship convoy

Attackers' objectives:
- Destroy the enemy ship convoy";"

In [┚ Convoy] mode one of the teams covers the naval convoy from attacks from the second team.

Defenders' objectives:
- Defend the ship convoy

Attackers' objectives:
- Destroy the enemy ship convoy";nice;;;
missions/_NCnv/desc/defensive;"Our naval convoy is being attacked by enemy vessels.

Mission objective:
- Cover the vessels in our convoy before they leave the combat area";"Our naval convoy is being attacked by enemy vessels.

Mission objective:
- Cover the vessels in our convoy before they leave the combat area";nice;;;
missions/_NCnv/desc/offensive;"We have attacked an enemy naval convoy.

Mission objective:
- Destroy the enemy convoy before it leaves the combat area";"We have attacked an enemy naval convoy.

Mission objective:
- Destroy the enemy convoy before it leaves the combat area";nice;;;
missions/fiji_NS;[┚ Operation] Fiji;[┚ Operation] Fiji;nice;;;
missions/fiji_NS/desc;;;same;;;
vietnam_hills/name;Vietnam;Vietnam;same;;;
vietnam_hills/desc;;;same;;;
air_afghan/name;Afghanistan;Afghanistan;same;;;
air_afghan/desc;;;same;;;
missions/air_afgan_BfD_norespawn;[Alternate History] Afghanistan;[Alternate History] Afghanistan;nice;;;
coral_islands/name;Coral Islands;Coral Islands;nice;;;
coral_islands/desc;;;same;;;
volcanic_islands/name;Volcanic Island;Volcanic Island;nice;;;
volcanic_islands/desc;;;same;;;
missions/air_smolensk_1941_BfD_norespawn;[Operation] Smolensk. 1941;[Operation] Smolensk. 1941;nice;;;
missions/air_smolensk_1943_BfD_norespawn;[Operation] Smolensk. 1943;[Operation] Smolensk. 1943;nice;;;
missions/air_smolensk_BfD_norespawn;[Operation] Smolensk;[Operation] Smolensk;nice;;;
missions/saipan_pt_port_01;Magicienne Bay;Magicienne Bay;nice;;;
missions/saipan_pt_port_02;Faibus San Hilo Point;Faibus San Hilo Point;nice;;;
missions/saipan_pt_port_03;Mutcho Point;Mutcho Point;nice;;;
missions/saipan_pt_port_04;Dennay Port;Dennay Port;nice;;;
missions/saipan_pt_port_05;Asiga Bay;Asiga Bay;nice;;;
missions/saipan_pt_port_06;Marpo Point;Marpo Point;nice;;;
missions/saipan_pt_port_01_air;Magicienne Bay;Magicienne Bay;nice;;;
missions/saipan_pt_port_02_air;Faibus San Hilo Point;Faibus San Hilo Point;nice;;;
missions/saipan_pt_port_03_air;Mutcho Point;Mutcho Point;nice;;;
missions/saipan_pt_port_04_air;Dennay Port;Dennay Port;nice;;;
missions/saipan_pt_port_05_air;Asiga Bay;Asiga Bay;nice;;;
missions/saipan_pt_port_06_air;Marpo Point;Marpo Point;nice;;;
missions/saipan_pt_port_01_destroyers;Magicienne Bay;Magicienne Bay;nice;;;
missions/saipan_pt_port_02_destroyers;Faibus San Hilo Point;Faibus San Hilo Point;nice;;;
missions/saipan_pt_port_03_destroyers;Mutcho Point;Mutcho Point;nice;;;
missions/saipan_pt_port_04_destroyers;Dennay Port;Dennay Port;nice;;;
missions/saipan_pt_port_05_destroyers;Asiga Bay;Asiga Bay;nice;;;
missions/saipan_pt_port_06_destroyers;Marpo Point;Marpo Point;nice;;;
missions/saipan_pt_port_01_cruisers;Magicienne Bay;Magicienne Bay;nice;;;
missions/saipan_pt_port_02_cruisers;Faibus San Hilo Point;Faibus San Hilo Point;nice;;;
missions/saipan_pt_port_03_cruisers;Mutcho Point;Mutcho Point;nice;;;
missions/saipan_pt_port_04_cruisers;Dennay Port;Dennay Port;nice;;;
missions/saipan_pt_port_05_cruisers;Asiga Bay;Asiga Bay;nice;;;
missions/saipan_pt_port_06_cruisers;Marpo Point;Marpo Point;nice;;;
missions/t1_our_cargo_fleet_spawn;Allied convoy;Allied convoy;nice;;;
missions/t2_our_cargo_fleet_spawn;Friendly convoy;Friendly convoy;nice;;;
missions/t1_enemy_cargo_fleet_spawn;Enemy convoy;Enemy convoy;nice;;;
missions/t2_enemy_cargo_fleet_spawn;Enemy convoy;Enemy convoy;nice;;;
missions/t1_our_cargo_fleet_spawn_for_planes;Friendly convoy;Friendly convoy;nice;;;
missions/t2_our_cargo_fleet_spawn_for_planes;Friendly convoy;Friendly convoy;nice;;;
missions/t1_enemy_cargo_fleet_spawn_for_planes;Enemy convoy;Enemy convoy;nice;;;
missions/t2_enemy_cargo_fleet_spawn_for_planes;Enemy convoy;Enemy convoy;nice;;;
missions/t1_enemy_cargo_fleet_spawn_for_boats;Enemy convoy;Enemy convoy;nice;;;
missions/t2_enemy_cargo_fleet_spawn_for_boats;Enemy convoy;Enemy convoy;nice;;;
missions/air_afghan_BfDn;[Operation] Near East;[Operation] Near East;nice;;;
missions/air_ladoga_BfDn;[Operation] Lake Ladoga;[Operation] Lake Ladoga;nice;;;
missions/air_smolensk_BfDn;[Operation] Counterstrike under Smolensk;[Operation] Counterstrike under Smolensk;nice;;;
missions/air_vietnam_BfDn;[Operation] Cochinchina;[Operation] Cochinchina;nice;;;
missions/tunisia_BfDn;[Operation] Central Tunisia;[Operation] Central Tunisia;nice;;;
missions/pt_sea_spawn_01;Spawn point #1;Spawn point #1;nice;;;
missions/pt_sea_spawn_02;Spawn point #2;Spawn point #2;nice;;;
missions/rice_terraces_BfD_norespawn;[Operation] Laizhou Bay;[Operation] Laizhou Bay;nice;;;
missions/rice_terraces_BfD_norespawn/desc;"
Mission objectives:
- Bomb out the enemy base
- Destroy enemy vehicles";"
Mission objectives:
- Bomb out the enemy base
- Destroy enemy vehicles";nice;;;
missions/Dover;Dover;Dover;same;;;
missions/Dover_cruisers;Dover;Dover;same;;;
missions/Dover_destroyers;Dover;Dover;same;;;
missions/Calais;Calais;Calais;same;;;
missions/Calais_cruisers;Calais;Calais;same;;;
missions/Calais_destroyers;Calais;Calais;same;;;
missions/Dunkerque;Dunkerque;Dunkerque;same;;;
missions/Dunkerque_cruisers;Dunkerque;Dunkerque;same;;;
missions/Dunkerque_destroyers;Dunkerque;Dunkerque;same;;;
missions/Boulogne-sur-Mer;Boulogne-sur-Mer;Boulogne-sur-Mer;same;;;
missions/Boulogne-sur-Mer_cruisers;Boulogne-sur-Mer;Boulogne-sur-Mer;same;;;
missions/Boulogne-sur-Mer_destroyers;Boulogne-sur-Mer;Boulogne-sur-Mer;same;;;
missions/Ramsgate;Ramsgate;Ramsgate;same;;;
missions/Ramsgate_cruisers;Ramsgate;Ramsgate;same;;;
missions/Ramsgate_destroyers;Ramsgate;Ramsgate;same;;;
missions/Folkestone;Folkestone;Folkestone;same;;;
missions/Folkestone_cruisers;Folkestone;Folkestone;same;;;
missions/Folkestone_destroyers;Folkestone;Folkestone;same;;;
new_zeland_cape/name;New Zealand Cape;New Zealand Cape;nice;;;
new_zeland_cape/desc;;;same;;;
sweden/name;Sweden;Sweden;same;;;
sweden/desc;;;same;;;
missions/denmark_pt_port_01;Port 01;Port 01;nice;;;
missions/denmark_pt_port_02;Port 02;Port 02;nice;;;
missions/denmark_pt_port_03;Port 03;Port 03;nice;;;
missions/denmark_pt_port_04;Port 04;Port 04;nice;;;
missions/denmark_pt_port_05;Port 05;Port 05;nice;;;
